MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","600",11
"ALPINA DI RENANIA","STRADA 125CC","125",1
"APRILIA","RS 125","124",7
"APRILIA","RS 457","457",15
"APRILIA","RS 660","659",42
"APRILIA","RSV4","1099",4
"APRILIA","RX 125","124",23
"APRILIA","SR GT 125","125",34
"APRILIA","SR GT 200","174",3
"APRILIA","SX 125","124",17
"APRILIA","TUAREG 660","659",25
"APRILIA","TUONO 125","124",4
"APRILIA","TUONO 457","457",6
"APRILIA","TUONO 660 FACTORY","659",5
"APRILIA","TUONO V4","1077",8
"ARIIC","ARIIC 108","117",17
"ARIIC","ARIIC 318","276",2
"BAJAJ","DOMINAR D 400","373",13
"BAJAJ","PULSAR NS 125","124",31
"BENDA","CHINCHILLA","476",8
"BENDA","LFC700","677",11
"BENDA","NAPOLEON","476",29
"BENELLI","125 2C SPORT","125",1
"BENELLI","502C CRUISER","500",1
"BENELLI","BN125","125",39
"BENELLI","IMPERIALE 400","374",1
"BENELLI","LEONCINO 125","125",4
"BENELLI","LEONCINO 250","249",1
"BENELLI","LEONCINO 500","500",2
"BENELLI","LEONCINO 500 TRAIL","500",2
"BENELLI","LEONCINO 800","754",4
"BENELLI","LEONCINO 800 TRAIL","754",4
"BENELLI","TNT 125","125",6
"BENELLI","TORNADO 550","554",2
"BENELLI","TRK 502 X","500",5
"BENELLI","TRK 702","698",53
"BENELLI","TRK502","500",7
"BETA","--","293",1
"BETA","EVO 2T 300 FACTORY MY2","297",1
"BETA","N/A","293",62
"BETA","RR 125 LC MY21","125",1
"BETA","RR 2T 125 RACING MY24","125",1
"BETA","RR 4T 350 MY24","349",1
"BMW","BMW R61","596",1
"BMW","C 400 GT","350",98
"BMW","C 400 X","350",81
"BMW","F 800 GS","895",115
"BMW","F 900 GS","895",160
"BMW","F 900 GS ADVENTURE","895",54
"BMW","F 900 R","895",57
"BMW","F 900 R A2","895",21
"BMW","F 900 XR","895",65
"BMW","F 900 XR A2","895",14
"BMW","G 310 GS","313",16
"BMW","G 310 R","313",4
"BMW","K 1600 GT","1649",6
"BMW","K 1600 GTL","1649",7
"BMW","M 1000 R","999",8
"BMW","M 1000 RR","999",2
"BMW","M 1000 XR","999",17
"BMW","R 12","1170",7
"BMW","R 12 G/S","1170",2
"BMW","R 12 NINET","1170",26
"BMW","R 12 NINET A2","1170",2
"BMW","R 1250 R","1254",6
"BMW","R 1250 RT","1254",2
"BMW","R 1300 GS","1300",180
"BMW","R 1300 GS ADVENTURE","1300",135
"BMW","R 1300 RT","1300",20
"BMW","R 18 B","1802",1
"BMW","R 18 CLASSIC","1802",1
"BMW","R 18 ROCTANE","1802",1
"BMW","R 18 TRANSCONTINENTAL","1802",2
"BMW","R NINE T PURE","1170",1
"BMW","S 1000 R","999",3
"BMW","S 1000 RR","999",45
"BMW","S 1000 XR","999",52
"BRIXTON","CROMWELL 125 ABS","125",2
"BRIXTON","CROSSFIRE 125","124",3
"BRIXTON","CROSSFIRE 500","486",1
"BRIXTON","CROSSFIRE125XS","125",4
"BRIXTON","FELSBERG 125 ABS","125",2
"BRIXTON","RAYBURN 125","125",1
"BSA","M20","591",1
"CFMOTO","300CL-X","292",5
"CFMOTO","450CL-C","449",2
"CFMOTO","450MT","449",18
"CFMOTO","450NK","449",5
"CFMOTO","450SR S","449",2
"CFMOTO","675SR-R","674",1
"CFMOTO","700CL-X HERITAGE","693",1
"CFMOTO","700MT","693",2
"CFMOTO","800MT","799",29
"CFMOTO","800NK","799",2
"CYCLONE","LS-Z","124",17
"CYCLONE","RX1","124",13
"CYCLONE","RX1 PRO","124",20
"CYCLONE","RX401","401",10
"DUCATI","DESERTX","937",3
"DUCATI","DESERTX DISCOVERY","937",1
"DUCATI","DIAVEL V4","1158",3
"DUCATI","DIAVEL V4 DUCATI RED","1158",1
"DUCATI","DUCATI SCRAMBLER","803",6
"DUCATI","HYPERMOTARD 698","659",4
"DUCATI","HYPERMOTARD 698 MONO R","659",2
"DUCATI","HYPERMOTARD 698 RVE","659",5
"DUCATI","HYPERMOTARD 950","937",5
"DUCATI","HYPERMOTARD 950 REPLIC","937",2
"DUCATI","HYPERMOTARD 950 SP","937",5
"DUCATI","MONSTER","937",13
"DUCATI","MONSTER SP","937",1
"DUCATI","MULTISTRADA V2","890",40
"DUCATI","MULTISTRADA V2S","890",4
"DUCATI","MULTISTRADA V4","1158",52
"DUCATI","PANIGALE V2","890",48
"DUCATI","PANIGALE V2S D35","890",5
"DUCATI","PANIGALE V4","1103",9
"DUCATI","SCRAMBLER 1100 SPORT P","1079",1
"DUCATI","SCRAMBLER DUCATI 10  A","803",1
"DUCATI","SCRAMBLER FULL THROTTL","803",2
"DUCATI","SCRAMBLER ICON","803",8
"DUCATI","SCRAMBLER ICON DARK","803",5
"DUCATI","SCRAMBLER NIGHTSHIFT","803",8
"DUCATI","STREETFIGHTER","890",33
"DUCATI","SUPERSPORT 950 S","937",1
"DUCATI","XDIAVEL V4","1158",2
"EFUN","LION","125",2
"EFUN","PUMA","125",2
"F.B MONDIAL","FLEX 300","292",1
"F.B MONDIAL","IMOLA","125",2
"F.B MONDIAL","PIEGA 452","450",3
"FANTIC MOTOR","---","125",34
"GASGAS","EC 250","249",1
"GASGAS","EC 300","293",3
"GASGAS","EC 350F","350",3
"GASGAS","EC 450F","450",1
"GASGAS","GASGAS ES 700","693",6
"GASGAS","TXT 300","294",4
"HARLEY-DAVIDSON","BREAKOUT","1923",6
"HARLEY-DAVIDSON","CVO STREET GLIDE","1977",1
"HARLEY-DAVIDSON","FAT BOB 114","1868",2
"HARLEY-DAVIDSON","FAT BOY","1923",8
"HARLEY-DAVIDSON","FAT BOY GREY GHOST","1923",4
"HARLEY-DAVIDSON","HERITAGE CLASSIC","1923",2
"HARLEY-DAVIDSON","LOW RIDER S","1923",2
"HARLEY-DAVIDSON","LOW RIDER ST","1923",3
"HARLEY-DAVIDSON","NIGHTSTER SPECIAL","975",2
"HARLEY-DAVIDSON","PAN AMERICA 1250 SPECI","1252",2
"HARLEY-DAVIDSON","PAN AMERICA 1250 ST","1252",6
"HARLEY-DAVIDSON","ROAD GLIDE","1923",3
"HARLEY-DAVIDSON","SPORT GLIDE","1745",4
"HARLEY-DAVIDSON","SPORTSTER S","1252",9
"HARLEY-DAVIDSON","STREET BOB","1923",3
"HARLEY-DAVIDSON","STREET GLIDE","1923",3
"HARLEY-DAVIDSON","STREET GLIDE SPECIAL","1868",1
"HONDA","ADV 350","330",468
"HONDA","ADV 750","745",292
"HONDA","C125A","124",11
"HONDA","CB 125 F","124",3
"HONDA","CB 500 F","471",41
"HONDA","CB 500 X","471",215
"HONDA","CB1000","1000",30
"HONDA","CB1000RA","998",1
"HONDA","CB1000SP","1000",44
"HONDA","CB650RA","649",182
"HONDA","CB750 Hornet","755",95
"HONDA","CBF 125","125",72
"HONDA","CBF300NA","286",17
"HONDA","CBR 650 R","649",125
"HONDA","CBR1000","1000",4
"HONDA","CBR500","471",37
"HONDA","CBR600R3","599",21
"HONDA","CBR650RA","649",7
"HONDA","CL500","471",36
"HONDA","CMX1100","1084",34
"HONDA","CRF 300 L","286",62
"HONDA","CRF1100L Africa Twin","1084",58
"HONDA","CRF300LRA","286",6
"HONDA","FORZA 350","330",202
"HONDA","FORZA 750","745",236
"HONDA","FORZA125","125",564
"HONDA","GB350S","348",97
"HONDA","MSX125A","124",19
"HONDA","NC 750 X","745",184
"HONDA","NSC110MPD","108",1
"HONDA","NT1100","1084",81
"HONDA","PCX125","125",819
"HONDA","Rebel 500","471",80
"HONDA","SH Mode 125","125",100
"HONDA","SH125i","125",567
"HONDA","SH350i","330",129
"HONDA","ST125A","124",16
"HONDA","VISION 110","109",218
"HONDA","XL750 Transalp","755",111
"HONDA","Z125MA","124",12
"HUSQVARNA","HUSQVARNA 701 ENDURO","693",1
"HUSQVARNA","HUSQVARNA 801 SVARTPIL","799",3
"HUSQVARNA","HUSQVARNA 801 VITPILEN","799",2
"HUSQVARNA","HUSQVARNA 901 NORDEN","889",12
"HUSQVARNA","HUSQVARNA 901 NORDEN E","889",19
"HUSQVARNA","HUSQVARNA FE 250","250",1
"HUSQVARNA","HUSQVARNA FE 350","350",1
"HUSQVARNA","HUSQVARNA FE 450","450",1
"HUSQVARNA","HUSQVARNA FE 501","510",1
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","399",13
"HUSQVARNA","HUSQVARNA SVARTPILEN12","125",16
"HUSQVARNA","HUSQVARNA TE 300","293",7
"HUSQVARNA","HUSQVARNA VITPILEN 125","125",1
"HUSQVARNA","HUSQVARNA VITPILEN 401","399",1
"HYOSUNG","GV125","125",19
"HYOSUNG","GV300","296",2
"INDIAN MOTORCYCLE","101 SCOUT","1250",4
"INDIAN MOTORCYCLE","CHIEF BOBBER DARK HORS","1890",1
"INDIAN MOTORCYCLE","CHIEF DARK HORSE","1890",1
"INDIAN MOTORCYCLE","FTR","1203",1
"INDIAN MOTORCYCLE","FTR R CARBON LE","1203",1
"INDIAN MOTORCYCLE","INDIAN PURSUIT DARK HO","1768",1
"INDIAN MOTORCYCLE","ROADMASTER","1890",1
"INDIAN MOTORCYCLE","SCOUT","1133",1
"INDIAN MOTORCYCLE","SCOUT BOBBER","1133",2
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED","1250",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","1250",4
"INDIAN MOTORCYCLE","SCOUT CLASSIC","1250",1
"INDIAN MOTORCYCLE","SCOUT CLASSIC LIMITED","1250",2
"INDIAN MOTORCYCLE","SCOUT SIXTY BOBBER","1000",6
"INDIAN MOTORCYCLE","SCOUT SIXTY CLASSIC","1000",1
"INDIAN MOTORCYCLE","SPORT SCOUT LIMITED","1250",1
"INDIAN MOTORCYCLE","SPORT SCOUT LIMITED+TE","1250",3
"INDIAN MOTORCYCLE","SUPER SCOUT LIMITED +","1250",4
"KAWASAKI","ELIMINATOR","451",51
"KAWASAKI","NINJA 1000SX","1043",2
"KAWASAKI","NINJA 1100SX","1099",9
"KAWASAKI","NINJA 125","125",5
"KAWASAKI","NINJA 500","451",38
"KAWASAKI","NINJA 650","649",66
"KAWASAKI","NINJA 7 HYBRID","451",1
"KAWASAKI","NINJA H2 SX","998",3
"KAWASAKI","NINJA ZX-10R","998",7
"KAWASAKI","NINJA ZX-4R","399",36
"KAWASAKI","NINJA ZX-6R","636",64
"KAWASAKI","VERSYS 1000","1043",6
"KAWASAKI","VERSYS 1100","1099",34
"KAWASAKI","VERSYS 650","649",75
"KAWASAKI","VULCAN S","649",24
"KAWASAKI","W800","773",7
"KAWASAKI","Z H2","998",1
"KAWASAKI","Z125","125",23
"KAWASAKI","Z500","451",53
"KAWASAKI","Z650","649",108
"KAWASAKI","Z650RS","649",28
"KAWASAKI","Z900","948",303
"KAWASAKI","Z900RS","948",8
"KEEWAY","FACT EVO 125","125",1
"KEEWAY","GEMMA","117",9
"KEEWAY","K-LIGHT 125","124",10
"KEEWAY","M502N","486",4
"KEEWAY","RK V125C","125",4
"KEEWAY","RKF 125","125",3
"KEEWAY","RKF 125 ABS","125",29
"KEEWAY","RKF 125 CBS","125",9
"KEEWAY","RKS 125","124",25
"KEEWAY","SIXTIES 125I","125",1
"KEEWAY","SIXTIES 300","278",5
"KEEWAY","SUPERLIGHT 125","124",3
"KEEWAY","V-CRUISE 125","125",7
"KEEWAY","V302C","298",4
"KEEWAY","VERSILIA 125","125",13
"KEEWAY","VIESTE 125","125",37
"KEEWAY","VIESTE 125LX","125",4
"KEEWAY","VIESTE 125XDV","125",10
"KEEWAY","VIESTE 300XDV","278",1
"KEEWAY","X-LIGHT 125","125",2
"KEEWAY","XDV 125 EVO PRO","125",50
"KEEWAY","ZAHARA 125","125",2
"KOVE","450 RALLY","449",9
"KOVE","KOVE 800 X PRO","799",23
"KOVE","NK 125 R","125",15
"KTM","200 EXC","193",1
"KTM","KTM 125 DUKE","125",64
"KTM","KTM 1290 SUPER ADVENTU","1301",14
"KTM","KTM 1390 SUPER DUKE R","1350",6
"KTM","KTM 150 EXC","144",2
"KTM","KTM 250 EXC","249",5
"KTM","KTM 300 EXC","293",20
"KTM","KTM 350 EXC-F","350",3
"KTM","KTM 390 ADVENTURE","373",26
"KTM","KTM 390 DUKE","399",25
"KTM","KTM 450 EXC-F","450",2
"KTM","KTM 500 EXC-F","510",1
"KTM","KTM 690 ENDURO R","693",1
"KTM","KTM 790 ADVENTURE","799",22
"KTM","KTM 790 DUKE L","799",7
"KTM","KTM 890 ADVENTURE","889",10
"KTM","KTM 890 ADVENTURE R","889",31
"KTM","KTM 890 SM T","889",19
"KTM","KTM 990 DUKE","947",9
"KTM","KTM RC 125","125",3
