MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","Palmas (Las)","Canarias","600",1
"AJP","SPR 240 ENDURO","Tarragona","Cataluña","233",1
"ANDES","U3 (125)","Barcelona","Cataluña","124",1
"APRILIA","RS 125","Alicante/Alacant","Comunidad Valenciana","124",1
"APRILIA","RS 125","Barcelona","Cataluña","124",2
"APRILIA","RS 125","Castellón/Castelló","Comunidad Valenciana","124",1
"APRILIA","RS 125","Girona","Cataluña","124",1
"APRILIA","RS 125","Murcia","Región de Murcia","124",1
"APRILIA","RS 125","Santa Cruz de Tenerife","Canarias","124",2
"APRILIA","RS 125","Sevilla","Andalucía","124",1
"APRILIA","RS 125","Tarragona","Cataluña","124",1
"APRILIA","RS 125","Valencia/València","Comunidad Valenciana","124",1
"APRILIA","RS 457","Albacete","Castilla-La Mancha","457",1
"APRILIA","RS 457","Alicante/Alacant","Comunidad Valenciana","457",1
"APRILIA","RS 457","Barcelona","Cataluña","457",2
"APRILIA","RS 457","Cádiz","Andalucía","457",1
"APRILIA","RS 457","Madrid","Comunidad de Madrid","457",3
"APRILIA","RS 457","Palmas (Las)","Canarias","457",1
"APRILIA","RS 457","Sevilla","Andalucía","457",2
"APRILIA","RS 457","Valencia/València","Comunidad Valenciana","457",1
"APRILIA","RS 660","Álava/Araba","País Vasco","659",1
"APRILIA","RS 660","Barcelona","Cataluña","659",4
"APRILIA","RS 660","Cádiz","Andalucía","659",5
"APRILIA","RS 660","Girona","Cataluña","659",1
"APRILIA","RS 660","Illes Balears","Illes Balears","659",1
"APRILIA","RS 660","Madrid","Comunidad de Madrid","659",4
"APRILIA","RS 660","Murcia","Región de Murcia","659",1
"APRILIA","RS 660","Palmas (Las)","Canarias","659",4
"APRILIA","RS 660","Sevilla","Andalucía","659",2
"APRILIA","RS 660","Valencia/València","Comunidad Valenciana","659",1
"APRILIA","RSV4","Alicante/Alacant","Comunidad Valenciana","1099",1
"APRILIA","RSV4","Barcelona","Cataluña","1099",2
"APRILIA","RSV4","Huelva","Andalucía","1099",1
"APRILIA","RSV4","Illes Balears","Illes Balears","1099",1
"APRILIA","RSV4","Málaga","Andalucía","1099",1
"APRILIA","RSV4","Murcia","Región de Murcia","1099",1
"APRILIA","RSV4","Valencia/València","Comunidad Valenciana","1099",1
"APRILIA","RX 125","Albacete","Castilla-La Mancha","124",1
"APRILIA","RX 125","Alicante/Alacant","Comunidad Valenciana","124",2
"APRILIA","RX 125","Barcelona","Cataluña","124",1
"APRILIA","RX 125","Cádiz","Andalucía","124",1
"APRILIA","RX 125","Cantabria","Cantabria","124",1
"APRILIA","RX 125","Castellón/Castelló","Comunidad Valenciana","124",1
"APRILIA","RX 125","Málaga","Andalucía","124",1
"APRILIA","RX 125","Murcia","Región de Murcia","124",1
"APRILIA","RX 125","Palmas (Las)","Canarias","124",1
"APRILIA","RX 125","Sevilla","Andalucía","124",2
"APRILIA","SR GT 125","Albacete","Castilla-La Mancha","125",1
"APRILIA","SR GT 125","Alicante/Alacant","Comunidad Valenciana","125",1
"APRILIA","SR GT 125","Almería","Andalucía","125",1
"APRILIA","SR GT 125","Barcelona","Cataluña","125",2
"APRILIA","SR GT 125","Bizkaia","País Vasco","125",1
"APRILIA","SR GT 125","Cádiz","Andalucía","125",3
"APRILIA","SR GT 125","Cuenca","Castilla-La Mancha","125",1
"APRILIA","SR GT 125","Girona","Cataluña","125",1
"APRILIA","SR GT 125","Granada","Andalucía","125",1
"APRILIA","SR GT 125","Illes Balears","Illes Balears","125",2
"APRILIA","SR GT 125","Madrid","Comunidad de Madrid","125",1
"APRILIA","SR GT 125","Málaga","Andalucía","125",7
"APRILIA","SR GT 125","Palmas (Las)","Canarias","125",3
"APRILIA","SR GT 125","Santa Cruz de Tenerife","Canarias","125",2
"APRILIA","SR GT 125","Sevilla","Andalucía","125",2
"APRILIA","SR GT 125","Tarragona","Cataluña","125",1
"APRILIA","SR GT 125","Valencia/València","Comunidad Valenciana","125",1
"APRILIA","SR GT 200","Granada","Andalucía","174",1
"APRILIA","SR GT 200","Illes Balears","Illes Balears","174",5
"APRILIA","SR GT 200","León","Castilla y León","174",1
"APRILIA","SR GT 200","Málaga","Andalucía","174",2
"APRILIA","SX 125","Bizkaia","País Vasco","124",1
"APRILIA","SX 125","Córdoba","Andalucía","124",1
"APRILIA","SX 125","Gipuzkoa","País Vasco","124",1
"APRILIA","SX 125","Madrid","Comunidad de Madrid","124",1
"APRILIA","TUAREG 660","Barcelona","Cataluña","659",7
"APRILIA","TUAREG 660","Bizkaia","País Vasco","659",1
"APRILIA","TUAREG 660","Granada","Andalucía","659",1
"APRILIA","TUAREG 660","Huesca","Aragón","659",1
