MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","600",1
"AJP","SPR 240 ENDURO","233",1
"ANDES","U3 (125)","124",1
"APRILIA","RS 125","124",11
"APRILIA","RS 457","457",12
"APRILIA","RS 660","659",24
"APRILIA","RSV4","1099",8
"APRILIA","RX 125","124",12
"APRILIA","SR GT 125","125",31
"APRILIA","SR GT 200","174",9
"APRILIA","SX 125","124",4
"APRILIA","TUAREG 660","659",15
"APRILIA","TUONO 125","124",4
"APRILIA","TUONO 660","659",1
"APRILIA","TUONO V4","1077",2
"ARIIC","ARIIC 108","117",13
"ARIIC","ARIIC 318","276",2
"BAJAJ","DOMINAR D 400","373",9
"BAJAJ","PULSAR NS 125","124",25
"BENDA","CHINCHILLA","476",3
"BENDA","LFC700","677",6
"BENDA","NAPOLEON","476",15
"BENELLI","502C CRUISER","500",3
"BENELLI","BN125","125",36
"BENELLI","IMPERIALE 400","374",3
"BENELLI","LEONCINO 125","125",6
"BENELLI","LEONCINO 250","249",1
"BENELLI","LEONCINO 500","500",2
"BENELLI","LEONCINO 500 TRAIL","500",12
"BENELLI","LEONCINO 800 (35KW)","754",1
"BENELLI","LEONCINO 800 TRAIL","754",1
"BENELLI","TNT 125","125",2
"BENELLI","TORNADO 550","554",3
"BENELLI","TRK 251","249",2
"BENELLI","TRK 502 X","500",3
"BENELLI","TRK 702","698",52
"BENELLI","TRK502","500",5
"BETA","EVO 2T 300CC MY23","297",1
"BETA","N/A","293",83
"BETA","RR 4T 125 R MY24 ENDUR","125",1
"BETA","XTRAINER 300CC MY24","293",2
"BMW","C 400 GT","350",55
"BMW","C 400 X","350",63
"BMW","F 750 GS","853",1
"BMW","F 800 GS","895",90
"BMW","F 900 GS","895",54
"BMW","F 900 GS ADVENTURE","895",35
"BMW","F 900 R","895",41
"BMW","F 900 R A2","895",20
"BMW","F 900 XR","895",51
"BMW","F 900 XR A2","895",11
"BMW","G 310 GS","313",11
"BMW","G 310 R","313",6
"BMW","K 1600 B","1649",1
"BMW","K 1600 GT","1649",6
"BMW","K 1600 GTL","1649",4
"BMW","M 1000 R","999",11
"BMW","M 1000 RR","999",2
"BMW","M 1000 XR","999",14
"BMW","R 12","1170",8
"BMW","R 12 NINET","1170",19
"BMW","R 12 NINET A2","1170",4
"BMW","R 1250 GS ADVENTURE","1254",2
"BMW","R 1250 R","1254",5
"BMW","R 1250 RS","1254",5
"BMW","R 1250 RT","1254",10
"BMW","R 1300 GS","1300",140
"BMW","R 1300 GS ADVENTURE","1300",137
"BMW","R 18","1802",7
"BMW","R 18 B","1802",1
"BMW","R 18 CLASSIC","1802",1
"BMW","R 18 ROCTANE","1802",2
"BMW","R NINE T PURE","1170",5
"BMW","R-80 RT","798",1
"BMW","S 1000 R","999",12
"BMW","S 1000 RR","999",20
"BMW","S 1000 XR","999",28
"BRIXTON","CROMWELL 1200","1222",1
"BRIXTON","CROMWELL 125","125",1
"BRIXTON","CROMWELL 125 ABS","125",2
"BRIXTON","CROSSFIRE 125","124",3
