MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","600",16
"AJP","SPR 125 ENDURO","124",1
"AJP","SPR 240 ENDURO","233",1
"AJP","SPR 250 ENDURO","249",1
"AJP","SPR 310 ENDURO","298",1
"ALPINA DI RENANIA","STRADA 125CC","125",1
"ANDES","U3 (125)","124",5
"APRILIA","RS 125","124",13
"APRILIA","RS 457","457",16
"APRILIA","RS 660","659",23
"APRILIA","RS250","249",1
"APRILIA","RSV4","1099",6
"APRILIA","RX 125","124",20
"APRILIA","SR GT 125","125",170
"APRILIA","SR GT 200","174",13
"APRILIA","SX 125","124",20
"APRILIA","TUAREG 660","659",10
"APRILIA","TUONO 125","124",7
"APRILIA","TUONO 457","457",5
"APRILIA","TUONO 660","659",1
"APRILIA","TUONO 660 FACTORY","659",2
"APRILIA","TUONO V4","1077",1
"ARIIC","ARIIC 108","117",2
"ARIIC","ARIIC 318","276",4
"BAJAJ","DOMINAR D 400","373",16
"BAJAJ","PULSAR NS 125","124",73
"BAJAJ","PULSAR NS 400 Z","373",19
"BENDA","CHINCHILLA","476",14
"BENDA","LFC700","677",14
"BENDA","NAPOLEON","476",18
"BENDA","NAPOLEON 250","249",12
"BENDA","V-CRUISE","125",42
"BENELLI","502C CRUISER","500",1
"BENELLI","BN125","125",41
"BENELLI","LEONCINO 125","125",4
"BENELLI","LEONCINO 800","754",1
"BENELLI","LEONCINO 800 TRAIL","754",1
"BENELLI","TNT 125","125",3
"BENELLI","TORNADO 550","554",1
"BENELLI","TORNADO 550 35KW","554",1
"BENELLI","TRK 251","249",1
"BENELLI","TRK 702","698",40
"BENELLI","TRK502","500",2
"BETA","N/A","293",54
"BETA","RR 2T 250 MY24","249",1
"BETA","RR 4T 350 MY23","349",1
"BETA","RR 4T 480 MY24","478",1
"BMW","C 400 GT","350",112
"BMW","C 400 X","350",94
"BMW","F 800 GS","895",184
"BMW","F 900 GS","895",74
"BMW","F 900 GS ADVENTURE","895",53
"BMW","F 900 R","895",99
"BMW","F 900 R A2","895",33
"BMW","F 900 XR","895",68
"BMW","F 900 XR A2","895",10
"BMW","G 310 GS","313",10
"BMW","G 310 R","313",1
"BMW","K 1600 B","1649",4
"BMW","K 1600 GT","1649",8
"BMW","K 1600 GTL","1649",4
"BMW","M 1000 R","999",6
"BMW","M 1000 XR","999",30
"BMW","R 12","1170",13
"BMW","R 12 G/S","1170",42
"BMW","R 12 NINET","1170",17
"BMW","R 1250 R","1254",3
"BMW","R 1250 RT","1254",1
"BMW","R 1300 GS","1300",197
"BMW","R 1300 GS ADVENTURE","1300",111
"BMW","R 1300 R","1300",13
"BMW","R 1300 RS","1300",43
"BMW","R 1300 RT","1300",52
"BMW","R 18","1802",3
"BMW","R 18 B","1802",1
"BMW","R 18 CLASSIC","1802",2
"BMW","R 18 ROCTANE","1802",3
"BMW","R 18 TRANSCONTINENTAL","1802",3
"BMW","R NINE T PURE","1170",1
"BMW","S 1000 R","999",13
"BMW","S 1000 RR","999",42
"BMW","S 1000 XR","999",45
"BRIXTON","CROMWELL 125 ABS","125",1
"BRIXTON","CROSSFIRE 125","124",3
"BRIXTON","CROSSFIRE 500","486",1
"BRIXTON","RAYBURN 125","125",2
"CFMOTO","125 NK","124",6
"CFMOTO","300CL-X","292",1
"CFMOTO","450MT","449",155
"CFMOTO","450NK","449",1
"CFMOTO","675SR-R","674",5
"CFMOTO","700CL-X ADV","693",1
"CFMOTO","700CL-X HERITAGE","693",1
"CFMOTO","700MT","693",26
"CFMOTO","800MT","799",6
"CFMOTO","800MT-X","799",29
"CFMOTO","800NK","799",3
"CYCLONE","LS-Z","124",16
"CYCLONE","RA125 PLUS","124",12
"CYCLONE","RA2","125",3
"CYCLONE","RT1","125",20
"CYCLONE","RT2","289",4
"CYCLONE","RT3S","289",3
"CYCLONE","RX1","124",4
"CYCLONE","RX1 PRO","124",13
"CYCLONE","RX401","401",1
"CYCLONE","RX600","550",6
"DAELIM","BESBI O LC125P","125",1
"DAELIM","S16 O LW125P","125",1
"DAYANG","SAIGA125","125",4
"DUCATI","DESERTX","937",5
"DUCATI","DESERTX DISCOVERY","937",2
"DUCATI","DESERTX RALLY","937",2
"DUCATI","DUCATI SCRAMBLER","803",1
"DUCATI","HYPERMOTARD 698","659",6
"DUCATI","HYPERMOTARD 698 MONO","659",1
"DUCATI","HYPERMOTARD 698 MONO D","659",4
"DUCATI","HYPERMOTARD 698 MONO R","659",5
"DUCATI","HYPERMOTARD 698 RVE","659",1
"DUCATI","HYPERMOTARD 950","937",2
"DUCATI","HYPERMOTARD 950 SP LIV","937",1
"DUCATI","MONSTER","937",10
"DUCATI","MONSTER DUCATI RED","937",1
"DUCATI","MONSTER SP","937",1
"DUCATI","MULTISTRADA V2","890",23
"DUCATI","MULTISTRADA V4","1158",36
"DUCATI","PANIGALE V2","890",15
"DUCATI","PANIGALE V4","1103",6
"DUCATI","SCRAMBLER DUCATI 10  A","803",1
"DUCATI","SCRAMBLER FULL THROTTL","803",2
"DUCATI","SCRAMBLER ICON","803",1
"DUCATI","SCRAMBLER ICON DARK","803",8
"DUCATI","SCRAMBLER ICON RED","803",1
"DUCATI","SCRAMBLER NIGHTSHIFT","803",3
