MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","Coruña (A)","Galicia","600",1
"AJP","AJP PR7","Gipuzkoa","País Vasco","600",2
"AJP","AJP PR7","Sevilla","Andalucía","600",1
"AJP","AJP PR7","Tarragona","Cataluña","600",1
"ANDES","U3 (125)","Madrid","Comunidad de Madrid","124",2
"ANDES","U3(125)","Pontevedra","Galicia","124",1
"APRILIA","RS 125","Alicante/Alacant","Comunidad Valenciana","124",3
"APRILIA","RS 125","Barcelona","Cataluña","124",1
"APRILIA","RS 125","Cádiz","Andalucía","124",1
"APRILIA","RS 125","Córdoba","Andalucía","124",1
"APRILIA","RS 125","Girona","Cataluña","124",1
"APRILIA","RS 125","Granada","Andalucía","124",1
"APRILIA","RS 125","Illes Balears","Illes Balears","124",1
"APRILIA","RS 125","Madrid","Comunidad de Madrid","124",1
"APRILIA","RS 125","Málaga","Andalucía","124",1
"APRILIA","RS 125","Navarra","Comunidad Foral de Navarra","124",1
"APRILIA","RS 125","Santa Cruz de Tenerife","Canarias","124",1
"APRILIA","RS 125","Sevilla","Andalucía","124",1
"APRILIA","RS 457","Alicante/Alacant","Comunidad Valenciana","457",2
"APRILIA","RS 457","Barcelona","Cataluña","457",4
"APRILIA","RS 457","Girona","Cataluña","457",1
"APRILIA","RS 457","Madrid","Comunidad de Madrid","457",1
"APRILIA","RS 457","Palmas (Las)","Canarias","457",2
"APRILIA","RS 457","Santa Cruz de Tenerife","Canarias","457",1
"APRILIA","RS 457","Sevilla","Andalucía","457",5
"APRILIA","RS 660","Álava/Araba","País Vasco","659",1
"APRILIA","RS 660","Barcelona","Cataluña","659",4
"APRILIA","RS 660","Coruña (A)","Galicia","659",1
"APRILIA","RS 660","Granada","Andalucía","659",1
"APRILIA","RS 660","Illes Balears","Illes Balears","659",2
"APRILIA","RS 660","Madrid","Comunidad de Madrid","659",4
"APRILIA","RS 660","Málaga","Andalucía","659",2
"APRILIA","RS 660","Murcia","Región de Murcia","659",1
"APRILIA","RS 660","Palmas (Las)","Canarias","659",1
"APRILIA","RS 660","Santa Cruz de Tenerife","Canarias","659",2
"APRILIA","RS 660","Sevilla","Andalucía","659",2
"APRILIA","RS 660","Valencia/València","Comunidad Valenciana","659",1
"APRILIA","RSV4","Cádiz","Andalucía","1099",1
"APRILIA","RSV4","Cantabria","Cantabria","1099",1
"APRILIA","RSV4","Castellón/Castelló","Comunidad Valenciana","1099",1
"APRILIA","RSV4","Illes Balears","Illes Balears","1099",1
"APRILIA","RSV4","Lleida","Cataluña","1099",1
"APRILIA","RSV4","Málaga","Andalucía","1099",1
"APRILIA","RX 125","Alicante/Alacant","Comunidad Valenciana","124",1
"APRILIA","RX 125","Almería","Andalucía","124",1
"APRILIA","RX 125","Badajoz","Extremadura","124",1
"APRILIA","RX 125","Cáceres","Extremadura","124",1
"APRILIA","RX 125","Cádiz","Andalucía","124",2
"APRILIA","RX 125","Castellón/Castelló","Comunidad Valenciana","124",2
"APRILIA","RX 125","Huelva","Andalucía","124",1
"APRILIA","RX 125","Illes Balears","Illes Balears","124",1
"APRILIA","RX 125","Madrid","Comunidad de Madrid","124",1
"APRILIA","RX 125","Málaga","Andalucía","124",2
"APRILIA","RX 125","Murcia","Región de Murcia","124",1
"APRILIA","RX 125","Sevilla","Andalucía","124",4
"APRILIA","RX 125","Toledo","Castilla-La Mancha","124",1
"APRILIA","RX 125","Valencia/València","Comunidad Valenciana","124",3
