MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","600",5
"ANDES","U3 (125)","124",2
"ANDES","U3(125)","124",1
"APRILIA","RS 125","124",14
"APRILIA","RS 457","457",16
"APRILIA","RS 660","659",22
"APRILIA","RSV4","1099",6
"APRILIA","RX 125","124",24
"APRILIA","SR GT 125","125",142
"APRILIA","SR GT 200","174",9
"APRILIA","SX 125","124",10
"APRILIA","TUAREG 660","659",8
"APRILIA","TUONO 125","124",2
"APRILIA","TUONO 457","457",2
"APRILIA","TUONO 660 FACTORY","659",1
"APRILIA","TUONO V4","1077",1
"ARIIC","ARIIC 108","117",2
"ARIIC","ARIIC 318","276",1
"BAJAJ","DOMINAR D 400","373",10
"BAJAJ","PULSAR NS 125","124",33
"BAJAJ","PULSAR NS 400 Z","373",27
"BENDA","CHINCHILLA","476",14
"BENDA","LFC700","677",4
"BENDA","NAPOLEON","476",8
"BENDA","NAPOLEON 250","249",2
"BENDA","V-CRUISE","125",13
"BENELLI","502C CRUISER","500",3
"BENELLI","BN125","125",31
"BENELLI","IMPERIALE 400","374",1
"BENELLI","LEONCINO 125","125",3
"BENELLI","LEONCINO 800","754",1
"BENELLI","LEONCINO 800 TRAIL","754",1
"BENELLI","LEONCINO BOBBER 400","385",2
"BENELLI","TORNADO 550","554",1
"BENELLI","TRK 702","698",26
"BETA","N/A","293",61
"BETA","RR 2T 300 RACING MY23","293",1
"BETA","RR 4T 350 MY24","349",1
"BMW","C 400 GT","350",57
"BMW","C 400 X","350",38
"BMW","F 800 GS","895",87
"BMW","F 900 GS","895",42
"BMW","F 900 GS ADVENTURE","895",30
"BMW","F 900 R","895",49
"BMW","F 900 R A2","895",19
"BMW","F 900 XR","895",56
"BMW","F 900 XR A2","895",13
"BMW","G 310 GS","313",5
"BMW","G 310 R","313",1
"BMW","K 1600 GT","1649",1
"BMW","K 1600 GTL","1649",5
"BMW","M 1000 R","999",10
"BMW","M 1000 RR","999",1
"BMW","M 1000 XR","999",16
"BMW","R 12","1170",7
"BMW","R 12 G/S","1170",28
"BMW","R 12 NINET","1170",11
"BMW","R 12 NINET A2","1170",2
"BMW","R 1300 GS","1300",148
"BMW","R 1300 GS ADVENTURE","1300",92
"BMW","R 1300 R","1300",5
"BMW","R 1300 RS","1300",40
"BMW","R 1300 RT","1300",384
"BMW","R 18","1802",4
"BMW","R 18 CLASSIC","1802",1
"BMW","R 18 ROCTANE","1802",3
"BMW","S 1000 R","999",10
"BMW","S 1000 RR","999",25
"BMW","S 1000 XR","999",26
"BRIXTON","CROMWELL 1200","1222",1
"BRIXTON","SAXBY 250","249",1
"BSA","GOLDSTAR","652",1
"CFMOTO","125 NK","124",14
"CFMOTO","450CL-C","449",3
"CFMOTO","450MT","449",59
"CFMOTO","450SR","449",1
"CFMOTO","675SR-R","674",2
"CFMOTO","700MT","693",5
"CFMOTO","800MT","799",9
"CFMOTO","800MT-X","799",18
"CYCLONE","---","125",1
"CYCLONE","CARRERA 125","125",2
"CYCLONE","LS-Z","124",8
"CYCLONE","RA125 PLUS","124",10
"CYCLONE","RT1","125",8
"CYCLONE","RT2","289",3
"CYCLONE","RX1","124",3
"CYCLONE","RX1 PRO","124",15
"CYCLONE","RX401","401",2
"CYCLONE","RX600","550",9
"CYCLONE","SR650","650",3
"DAYANG","SAIGA125","125",2
"DUCATI","DESERT X","937",3
"DUCATI","DESERTX","937",5
"DUCATI","DIAVEL V4","1158",3
