MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","Ciudad Real","Castilla-La Mancha","600",1
"AJP","AJP PR7","Madrid","Comunidad de Madrid","600",1
"ALPINA DI RENANIA","STRADA 125CC","Barcelona","Cataluña","125",1
"ANDES","U3 (125)","Cantabria","Cantabria","124",1
"ANDES","U3(125)","Madrid","Comunidad de Madrid","124",1
"ANDES","U33","Barcelona","Cataluña","292",1
"APRILIA","RS 125","Coruña (A)","Galicia","124",1
"APRILIA","RS 125","Girona","Cataluña","124",1
"APRILIA","RS 125","León","Castilla y León","124",1
"APRILIA","RS 125","Madrid","Comunidad de Madrid","124",2
"APRILIA","RS 125","Málaga","Andalucía","124",1
"APRILIA","RS 125","Santa Cruz de Tenerife","Canarias","124",1
"APRILIA","RS 125","Valencia/València","Comunidad Valenciana","124",1
"APRILIA","RS 125","Zaragoza","Aragón","124",3
"APRILIA","RS 457","Barcelona","Cataluña","457",2
"APRILIA","RS 457","Bizkaia","País Vasco","457",1
"APRILIA","RS 457","Granada","Andalucía","457",1
"APRILIA","RS 457","Ourense","Galicia","457",1
"APRILIA","RS 457","Santa Cruz de Tenerife","Canarias","457",1
"APRILIA","RS 457","Sevilla","Andalucía","457",1
"APRILIA","RS 457","Tarragona","Cataluña","457",1
"APRILIA","RS 457","Valencia/València","Comunidad Valenciana","457",1
"APRILIA","RS 660","Albacete","Castilla-La Mancha","659",1
"APRILIA","RS 660","Barcelona","Cataluña","659",2
"APRILIA","RS 660","Cádiz","Andalucía","659",1
"APRILIA","RS 660","Girona","Cataluña","659",2
"APRILIA","RS 660","Granada","Andalucía","659",1
"APRILIA","RS 660","Illes Balears","Illes Balears","659",3
"APRILIA","RS 660","Madrid","Comunidad de Madrid","659",3
"APRILIA","RS 660","Ourense","Galicia","659",1
"APRILIA","RS 660","Palmas (Las)","Canarias","659",1
"APRILIA","RS 660","Pontevedra","Galicia","659",2
"APRILIA","RS 660","Santa Cruz de Tenerife","Canarias","659",3
"APRILIA","RS 660","Sevilla","Andalucía","659",1
"APRILIA","RSV4","Coruña (A)","Galicia","1099",1
"APRILIA","RSV4","Palmas (Las)","Canarias","1099",1
"APRILIA","RX 125","Asturias","Principado de Asturias","124",1
"APRILIA","RX 125","Cádiz","Andalucía","124",3
"APRILIA","RX 125","Castellón/Castelló","Comunidad Valenciana","124",1
"APRILIA","RX 125","Córdoba","Andalucía","124",1
"APRILIA","RX 125","Huelva","Andalucía","124",1
"APRILIA","RX 125","Jaén","Andalucía","124",4
"APRILIA","RX 125","Madrid","Comunidad de Madrid","124",1
"APRILIA","RX 125","Málaga","Andalucía","124",1
"APRILIA","RX 125","Murcia","Región de Murcia","124",1
"APRILIA","RX 125","Rioja (La)","La Rioja","124",1
"APRILIA","RX 125","Sevilla","Andalucía","124",3
"APRILIA","RX 125","Toledo","Castilla-La Mancha","124",2
"APRILIA","RX 125","Valencia/València","Comunidad Valenciana","124",1
"APRILIA","SR GT 125","Álava/Araba","País Vasco","125",1
"APRILIA","SR GT 125","Albacete","Castilla-La Mancha","125",1
"APRILIA","SR GT 125","Alicante/Alacant","Comunidad Valenciana","125",8
"APRILIA","SR GT 125","Almería","Andalucía","125",1
"APRILIA","SR GT 125","Asturias","Principado de Asturias","125",1
"APRILIA","SR GT 125","Badajoz","Extremadura","125",2
"APRILIA","SR GT 125","Barcelona","Cataluña","125",6
"APRILIA","SR GT 125","Bizkaia","País Vasco","125",5
"APRILIA","SR GT 125","Cáceres","Extremadura","125",1
"APRILIA","SR GT 125","Cádiz","Andalucía","125",28
"APRILIA","SR GT 125","Cantabria","Cantabria","125",2
"APRILIA","SR GT 125","Córdoba","Andalucía","125",8
"APRILIA","SR GT 125","Coruña (A)","Galicia","125",4
"APRILIA","SR GT 125","Girona","Cataluña","125",1
"APRILIA","SR GT 125","Granada","Andalucía","125",3
"APRILIA","SR GT 125","Guadalajara","Castilla-La Mancha","125",1
"APRILIA","SR GT 125","Huelva","Andalucía","125",4
"APRILIA","SR GT 125","Illes Balears","Illes Balears","125",6
"APRILIA","SR GT 125","Jaén","Andalucía","125",4
"APRILIA","SR GT 125","Madrid","Comunidad de Madrid","125",8
"APRILIA","SR GT 125","Málaga","Andalucía","125",4
"APRILIA","SR GT 125","Melilla","Melilla","125",1
"APRILIA","SR GT 125","Murcia","Región de Murcia","125",3
"APRILIA","SR GT 125","Ourense","Galicia","125",1
"APRILIA","SR GT 125","Palmas (Las)","Canarias","125",6
"APRILIA","SR GT 125","Pontevedra","Galicia","125",4
"APRILIA","SR GT 125","Rioja (La)","La Rioja","125",1
"APRILIA","SR GT 125","Santa Cruz de Tenerife","Canarias","125",3
"APRILIA","SR GT 125","Sevilla","Andalucía","125",7
"APRILIA","SR GT 125","Valencia/València","Comunidad Valenciana","125",8
"APRILIA","SR GT 200","Murcia","Región de Murcia","174",1
"APRILIA","SR GT 200","Rioja (La)","La Rioja","174",1
"APRILIA","SR GT 400","Albacete","Castilla-La Mancha","399",1
"APRILIA","SR GT 400","Barcelona","Cataluña","399",3
"APRILIA","SR GT 400","Cádiz","Andalucía","399",1
"APRILIA","SR GT 400","Illes Balears","Illes Balears","399",1
"APRILIA","SR GT 400","Madrid","Comunidad de Madrid","399",1
"APRILIA","SR GT 400","Málaga","Andalucía","399",1
"APRILIA","SR GT 400","Valencia/València","Comunidad Valenciana","399",1
"APRILIA","SR GT 400","Zaragoza","Aragón","399",1
"APRILIA","SX 125","Almería","Andalucía","124",1
"APRILIA","SX 125","Barcelona","Cataluña","124",1
"APRILIA","SX 125","Bizkaia","País Vasco","124",1
"APRILIA","SX 125","Cádiz","Andalucía","124",1
"APRILIA","SX 125","Coruña (A)","Galicia","124",3
"APRILIA","SX 125","Málaga","Andalucía","124",1
"APRILIA","SX 125","Murcia","Región de Murcia","124",1
"APRILIA","SX 125","Palmas (Las)","Canarias","124",1
"APRILIA","SX 125","Sevilla","Andalucía","124",2
