MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","Alicante/Alacant","Comunidad Valenciana","600",1
"AJP","AJP PR7","Asturias","Principado de Asturias","600",1
"AJP","AJP PR7","Badajoz","Extremadura","600",1
"AJP","AJP PR7","Barcelona","Cataluña","600",5
"AJP","AJP PR7","Bizkaia","País Vasco","600",1
"AJP","AJP PR7","Córdoba","Andalucía","600",1
"AJP","AJP PR7","Girona","Cataluña","600",1
"AJP","AJP PR7","Granada","Andalucía","600",1
"AJP","AJP PR7","Madrid","Comunidad de Madrid","600",4
"AJP","AJP PR7","Málaga","Andalucía","600",1
"AJP","AJP PR7","Murcia","Región de Murcia","600",1
"AJP","AJP PR7","Pontevedra","Galicia","600",1
"AJP","AJP PR7","Salamanca","Castilla y León","600",1
"AJP","AJP PR7","Valencia/València","Comunidad Valenciana","600",1
"AJP","AJP PR7","Zaragoza","Aragón","600",1
"APRILIA","RS 125","Barcelona","Cataluña","124",2
"APRILIA","RS 125","Bizkaia","País Vasco","124",3
"APRILIA","RS 125","Cádiz","Andalucía","124",1
"APRILIA","RS 125","Córdoba","Andalucía","124",2
"APRILIA","RS 125","Coruña (A)","Galicia","124",1
"APRILIA","RS 125","Guadalajara","Castilla-La Mancha","124",1
"APRILIA","RS 125","Illes Balears","Illes Balears","124",1
"APRILIA","RS 125","Madrid","Comunidad de Madrid","124",1
"APRILIA","RS 125","Pontevedra","Galicia","124",1
"APRILIA","RS 125","Santa Cruz de Tenerife","Canarias","124",1
"APRILIA","RS 125","Sevilla","Andalucía","124",1
"APRILIA","RS 125","Valencia/València","Comunidad Valenciana","124",2
"APRILIA","RS 125","Valladolid","Castilla y León","124",1
"APRILIA","RS 457","Barcelona","Cataluña","457",5
"APRILIA","RS 457","Bizkaia","País Vasco","457",1
"APRILIA","RS 457","Cádiz","Andalucía","457",3
"APRILIA","RS 457","Girona","Cataluña","457",1
"APRILIA","RS 457","Málaga","Andalucía","457",1
"APRILIA","RS 457","Palmas (Las)","Canarias","457",1
"APRILIA","RS 457","Valladolid","Castilla y León","457",2
"APRILIA","RS 660","Álava/Araba","País Vasco","659",1
"APRILIA","RS 660","Almería","Andalucía","659",1
"APRILIA","RS 660","Barcelona","Cataluña","659",4
"APRILIA","RS 660","Bizkaia","País Vasco","659",1
"APRILIA","RS 660","Castellón/Castelló","Comunidad Valenciana","659",1
"APRILIA","RS 660","Guadalajara","Castilla-La Mancha","659",1
"APRILIA","RS 660","Huelva","Andalucía","659",1
"APRILIA","RS 660","Illes Balears","Illes Balears","659",1
