MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","Cádiz","Andalucía","600",1
"AJP","AJP PR7","Huelva","Andalucía","600",1
"AJP","AJP PR7","Madrid","Comunidad de Madrid","600",1
"AJP","AJP PR7","Málaga","Andalucía","600",1
"AJP","AJP PR7","Salamanca","Castilla y León","600",1
"AJP","AJP PR7","Sevilla","Andalucía","600",1
"AJP","AJP PR7","Tarragona","Cataluña","600",1
"AJP","AJP PR7","Zaragoza","Aragón","600",1
"AJP","SPR 125 ENDURO","Madrid","Comunidad de Madrid","124",1
"AJP","SPR 510 ENDURO","Ciudad Real","Castilla-La Mancha","501",1
"ALPINA DI RENANIA","STRADA 125CC","Barcelona","Cataluña","125",1
"ANDES","U3(125)","Barcelona","Cataluña","124",1
"ANDES","U3(125)","Madrid","Comunidad de Madrid","124",1
"ANDES","U3(125)","Palmas (Las)","Canarias","124",1
"ANDES","U3(125)","Tarragona","Cataluña","124",1
"APRILIA","RS 125","Alicante/Alacant","Comunidad Valenciana","124",2
"APRILIA","RS 125","Barcelona","Cataluña","124",1
"APRILIA","RS 125","Málaga","Andalucía","124",1
"APRILIA","RS 125","Murcia","Región de Murcia","124",1
"APRILIA","RS 125","Santa Cruz de Tenerife","Canarias","124",1
"APRILIA","RS 125","Sevilla","Andalucía","124",1
"APRILIA","RS 125","Tarragona","Cataluña","124",1
"APRILIA","RS 457","Álava/Araba","País Vasco","457",1
"APRILIA","RS 457","Barcelona","Cataluña","457",1
"APRILIA","RS 457","Cádiz","Andalucía","457",2
"APRILIA","RS 457","Coruña (A)","Galicia","457",1
"APRILIA","RS 457","Madrid","Comunidad de Madrid","457",1
"APRILIA","RS 457","Murcia","Región de Murcia","457",3
"APRILIA","RS 457","Sevilla","Andalucía","457",1
"APRILIA","RS 457","Toledo","Castilla-La Mancha","457",1
"APRILIA","RS 660","Álava/Araba","País Vasco","659",1
"APRILIA","RS 660","Alicante/Alacant","Comunidad Valenciana","659",1
"APRILIA","RS 660","Barcelona","Cataluña","659",7
"APRILIA","RS 660","Cádiz","Andalucía","659",3
"APRILIA","RS 660","Ciudad Real","Castilla-La Mancha","659",1
"APRILIA","RS 660","Coruña (A)","Galicia","659",3
"APRILIA","RS 660","Madrid","Comunidad de Madrid","659",2
"APRILIA","RS 660","Málaga","Andalucía","659",1
"APRILIA","RS 660","Ourense","Galicia","659",1
"APRILIA","RS 660","Pontevedra","Galicia","659",1
"APRILIA","RS 660","Sevilla","Andalucía","659",1
"APRILIA","RS 660","Valencia/València","Comunidad Valenciana","659",1
"APRILIA","RS 660","Zaragoza","Aragón","659",1
"APRILIA","RSV4","Cantabria","Cantabria","1099",1
"APRILIA","RX 125","Almería","Andalucía","124",1
"APRILIA","RX 125","Asturias","Principado de Asturias","124",1
"APRILIA","RX 125","Cádiz","Andalucía","124",3
"APRILIA","RX 125","Castellón/Castelló","Comunidad Valenciana","124",1
"APRILIA","RX 125","Córdoba","Andalucía","124",1
"APRILIA","RX 125","Coruña (A)","Galicia","124",2
"APRILIA","RX 125","Huelva","Andalucía","124",1
"APRILIA","RX 125","Illes Balears","Illes Balears","124",1
"APRILIA","RX 125","Jaén","Andalucía","124",1
"APRILIA","RX 125","Lleida","Cataluña","124",2
"APRILIA","RX 125","Madrid","Comunidad de Madrid","124",2
"APRILIA","RX 125","Málaga","Andalucía","124",1
"APRILIA","RX 125","Murcia","Región de Murcia","124",1
"APRILIA","RX 125","Rioja (La)","La Rioja","124",1
"APRILIA","RX 125","Sevilla","Andalucía","124",1
"APRILIA","RX 125","Soria","Castilla y León","124",1
"APRILIA","RX 125","Toledo","Castilla-La Mancha","124",1
"APRILIA","SR GT 125","Alicante/Alacant","Comunidad Valenciana","125",15
"APRILIA","SR GT 125","Almería","Andalucía","125",1
"APRILIA","SR GT 125","Ávila","Castilla y León","125",1
"APRILIA","SR GT 125","Badajoz","Extremadura","125",3
"APRILIA","SR GT 125","Barcelona","Cataluña","125",9
"APRILIA","SR GT 125","Bizkaia","País Vasco","125",5
"APRILIA","SR GT 125","Cáceres","Extremadura","125",1
"APRILIA","SR GT 125","Cádiz","Andalucía","125",16
"APRILIA","SR GT 125","Cantabria","Cantabria","125",2
"APRILIA","SR GT 125","Castellón/Castelló","Comunidad Valenciana","125",2
"APRILIA","SR GT 125","Ceuta","Ceuta","125",1
"APRILIA","SR GT 125","Ciudad Real","Castilla-La Mancha","125",1
"APRILIA","SR GT 125","Córdoba","Andalucía","125",4
"APRILIA","SR GT 125","Girona","Cataluña","125",1
"APRILIA","SR GT 125","Granada","Andalucía","125",5
"APRILIA","SR GT 125","Huelva","Andalucía","125",4
"APRILIA","SR GT 125","Illes Balears","Illes Balears","125",3
"APRILIA","SR GT 125","Lleida","Cataluña","125",1
"APRILIA","SR GT 125","Madrid","Comunidad de Madrid","125",8
"APRILIA","SR GT 125","Málaga","Andalucía","125",13
"APRILIA","SR GT 125","Murcia","Región de Murcia","125",6
"APRILIA","SR GT 125","Palmas (Las)","Canarias","125",7
"APRILIA","SR GT 125","Pontevedra","Galicia","125",3
"APRILIA","SR GT 125","Santa Cruz de Tenerife","Canarias","125",6
"APRILIA","SR GT 125","Sevilla","Andalucía","125",6
"APRILIA","SR GT 125","Toledo","Castilla-La Mancha","125",2
"APRILIA","SR GT 125","Valencia/València","Comunidad Valenciana","125",13
"APRILIA","SR GT 125","Zaragoza","Aragón","125",1
"APRILIA","SR GT 200","Alicante/Alacant","Comunidad Valenciana","174",2
"APRILIA","SR GT 200","Barcelona","Cataluña","174",2
"APRILIA","SR GT 200","Girona","Cataluña","174",1
