MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","Alicante/Alacant","Comunidad Valenciana","600",2
"AJP","AJP PR7","Barcelona","Cataluña","600",1
"AJP","AJP PR7","Cantabria","Cantabria","600",1
"AJP","AJP PR7","León","Castilla y León","600",1
"AJP","AJP PR7","Palmas (Las)","Canarias","600",1
"AJP","AJP PR7","Sevilla","Andalucía","600",1
"ANDES","U3 (125)","Asturias","Principado de Asturias","124",1
"APRILIA","RS 125","Alicante/Alacant","Comunidad Valenciana","124",1
"APRILIA","RS 125","Almería","Andalucía","124",2
"APRILIA","RS 125","Girona","Cataluña","124",1
"APRILIA","RS 125","Murcia","Región de Murcia","124",1
"APRILIA","RS 125","Valencia/València","Comunidad Valenciana","124",1
"APRILIA","RS 457","Almería","Andalucía","457",1
"APRILIA","RS 457","Madrid","Comunidad de Madrid","457",2
"APRILIA","RS 457","Murcia","Región de Murcia","457",1
"APRILIA","RS 457","Palmas (Las)","Canarias","457",1
"APRILIA","RS 457","Santa Cruz de Tenerife","Canarias","457",1
"APRILIA","RS 457","Valencia/València","Comunidad Valenciana","457",1
"APRILIA","RS 457","Valladolid","Castilla y León","457",1
"APRILIA","RS 660","Barcelona","Cataluña","659",1
"APRILIA","RS 660","Huelva","Andalucía","659",1
"APRILIA","RS 660","Madrid","Comunidad de Madrid","659",2
"APRILIA","RS 660","Palmas (Las)","Canarias","659",2
"APRILIA","RS 660","Pontevedra","Galicia","659",1
"APRILIA","RS 660","Santa Cruz de Tenerife","Canarias","659",2
"APRILIA","RS 660","Sevilla","Andalucía","659",2
"APRILIA","RS 660","Toledo","Castilla-La Mancha","659",1
"APRILIA","RS 660","Valencia/València","Comunidad Valenciana","659",1
"APRILIA","RSV4","Cádiz","Andalucía","1099",1
"APRILIA","RSV4","Granada","Andalucía","1099",1
"APRILIA","RX 125","Álava/Araba","País Vasco","124",1
"APRILIA","RX 125","Badajoz","Extremadura","124",2
"APRILIA","RX 125","Barcelona","Cataluña","124",2
"APRILIA","RX 125","Cáceres","Extremadura","124",1
"APRILIA","RX 125","Córdoba","Andalucía","124",1
"APRILIA","RX 125","Jaén","Andalucía","124",1
"APRILIA","RX 125","Madrid","Comunidad de Madrid","124",2
"APRILIA","RX 125","Málaga","Andalucía","124",4
"APRILIA","RX 125","Navarra","Comunidad Foral de Navarra","124",1
"APRILIA","RX 125","Santa Cruz de Tenerife","Canarias","124",2
"APRILIA","RX 125","Sevilla","Andalucía","124",1
"APRILIA","RX 125","Valencia/València","Comunidad Valenciana","124",2
"APRILIA","SR GT 125","Cáceres","Extremadura","125",1
"APRILIA","SR GT 125","Cádiz","Andalucía","125",6
"APRILIA","SR GT 125","Cuenca","Castilla-La Mancha","125",1
"APRILIA","SR GT 125","Granada","Andalucía","125",1
