MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","600",21
"AJP","SPR 125 ENDURO","124",2
"ALPINA DI RENANIA","STRADA 125CC","125",2
"ANDES","U3 (125)","124",10
"APRILIA","RS 125","124",8
"APRILIA","RS 457","457",26
"APRILIA","RS 660","659",35
"APRILIA","RSV4","1099",8
"APRILIA","RX 125","124",18
"APRILIA","SR GT 125","125",153
"APRILIA","SR GT 200","174",8
"APRILIA","SX 125","124",14
"APRILIA","TUAREG 660","659",28
"APRILIA","TUONO 125","124",8
"APRILIA","TUONO 457","457",13
"APRILIA","TUONO 660","659",3
"APRILIA","TUONO 660 FACTORY","659",3
"APRILIA","TUONO V4","1077",7
"ARIIC","ARIIC 108","117",7
"ARIIC","ARIIC 318","276",5
"BAJAJ","DOMINAR D 400","373",12
"BAJAJ","PULSAR NS 125","124",24
"BAJAJ","PULSAR NS 400 Z","373",4
"BENDA","CHINCHILLA","476",31
"BENDA","LFC700","677",25
"BENDA","NAPOLEON","476",13
"BENELLI","502C CRUISER","500",3
"BENELLI","BN 125","125",1
"BENELLI","BN125","125",49
"BENELLI","IMPERIALE 400","374",2
"BENELLI","LEONCINO 125","125",5
"BENELLI","LEONCINO 250","249",1
"BENELLI","LEONCINO 500","500",2
"BENELLI","LEONCINO 500 TRAIL","500",2
"BENELLI","LEONCINO 800","754",2
"BENELLI","LEONCINO 800 TRAIL","754",6
"BENELLI","TNT 125","125",1
"BENELLI","TORNADO 550","554",4
"BENELLI","TRK 502 X","500",3
"BENELLI","TRK 702","698",63
"BENELLI","TRK502","500",5
"BETA","EVO 2T 250CC FACTORY M","250",1
"BETA","N/A","293",36
"BETA","RR 125 LC MY21","125",1
"BETA","RR 125 LC MY21 SM","125",2
"BMW","C 400 GT","350",102
"BMW","C 400 X","350",63
"BMW","F 800 GS","895",148
"BMW","F 900 GS","895",291
"BMW","F 900 GS ADVENTURE","895",69
"BMW","F 900 R","895",100
"BMW","F 900 R A2","895",49
"BMW","F 900 XR","895",129
"BMW","F 900 XR A2","895",22
"BMW","G 310 GS","313",10
"BMW","G 310 R","313",8
"BMW","K 1600 B","1649",2
"BMW","K 1600 GT","1649",4
"BMW","K 1600 GTL","1649",7
"BMW","M 1000 R","999",9
"BMW","M 1000 RR","999",2
"BMW","M 1000 XR","999",23
"BMW","R 12","1170",10
"BMW","R 12 G/S","1170",49
"BMW","R 12 NINET","1170",28
"BMW","R 1250 R","1254",5
"BMW","R 1250 RS","1254",1
"BMW","R 1250 RT","1254",1
"BMW","R 1300 GS","1300",207
"BMW","R 1300 GS ADVENTURE","1300",166
"BMW","R 1300 R","1300",13
"BMW","R 1300 RS","1300",14
"BMW","R 1300 RT","1300",80
"BMW","R 18","1802",2
"BMW","R 18 CLASSIC","1802",4
"BMW","R 18 ROCTANE","1802",2
"BMW","R 18 TRANSCONTINENTAL","1802",2
"BMW","R NINE T PURE","1170",1
"BMW","S 1000 R","999",21
"BMW","S 1000 RR","999",34
"BMW","S 1000 XR","999",44
"BRIXTON","CROMWELL 125","125",2
"BRIXTON","CROMWELL 125 ABS","125",4
"BRIXTON","CROSSFIRE 125","124",1
"BRIXTON","CROSSFIRE 500","486",2
"BRIXTON","CROSSFIRE125XS","125",4
"BRIXTON","FELSBERG 125","125",2
"BRIXTON","FELSBERG 125 ABS","125",2
"BRIXTON","RAYBURN 125","125",1
"CFMOTO","300CL-X","292",2
"CFMOTO","450CL-C","449",4
