MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","Alicante/Alacant","Comunidad Valenciana","600",1
"AJP","AJP PR7","Badajoz","Extremadura","600",1
"ANDES","U33","Cantabria","Cantabria","292",1
"APRILIA","RS 125","Alicante/Alacant","Comunidad Valenciana","124",1
"APRILIA","RS 125","Barcelona","Cataluña","124",2
"APRILIA","RS 125","Santa Cruz de Tenerife","Canarias","124",1
"APRILIA","RS 125","Tarragona","Cataluña","124",1
"APRILIA","RS 125","Valencia/València","Comunidad Valenciana","124",1
"APRILIA","RS 457","Barcelona","Cataluña","457",1
"APRILIA","RS 457","Cádiz","Andalucía","457",1
"APRILIA","RS 457","Toledo","Castilla-La Mancha","457",1
"APRILIA","RS 660","Girona","Cataluña","659",2
"APRILIA","RS 660","Illes Balears","Illes Balears","659",1
"APRILIA","RS 660","Madrid","Comunidad de Madrid","659",1
"APRILIA","RS 660","Málaga","Andalucía","659",1
"APRILIA","RS 660","Navarra","Comunidad Foral de Navarra","659",1
"APRILIA","RS 660","Santa Cruz de Tenerife","Canarias","659",1
"APRILIA","RX 125","Granada","Andalucía","124",1
"APRILIA","RX 125","León","Castilla y León","124",1
"APRILIA","RX 125","Lleida","Cataluña","124",1
"APRILIA","RX 125","Salamanca","Castilla y León","124",1
"APRILIA","RX 125","Toledo","Castilla-La Mancha","124",1
"APRILIA","SR GT 125","Alicante/Alacant","Comunidad Valenciana","125",3
"APRILIA","SR GT 125","Barcelona","Cataluña","125",5
"APRILIA","SR GT 125","Bizkaia","País Vasco","125",1
"APRILIA","SR GT 125","Cádiz","Andalucía","125",8
"APRILIA","SR GT 125","Castellón/Castelló","Comunidad Valenciana","125",2
"APRILIA","SR GT 125","Ceuta","Ceuta","125",1
"APRILIA","SR GT 125","Ciudad Real","Castilla-La Mancha","125",1
"APRILIA","SR GT 125","Córdoba","Andalucía","125",3
"APRILIA","SR GT 125","Granada","Andalucía","125",1
"APRILIA","SR GT 125","Huelva","Andalucía","125",2
"APRILIA","SR GT 125","Illes Balears","Illes Balears","125",3
"APRILIA","SR GT 125","Madrid","Comunidad de Madrid","125",2
"APRILIA","SR GT 125","Málaga","Andalucía","125",3
"APRILIA","SR GT 125","Murcia","Región de Murcia","125",1
"APRILIA","SR GT 125","Ourense","Galicia","125",1
"APRILIA","SR GT 125","Palmas (Las)","Canarias","125",2
"APRILIA","SR GT 125","Pontevedra","Galicia","125",1
"APRILIA","SR GT 125","Rioja (La)","La Rioja","125",1
"APRILIA","SR GT 125","Santa Cruz de Tenerife","Canarias","125",4
"APRILIA","SR GT 125","Sevilla","Andalucía","125",1
"APRILIA","SR GT 125","Tarragona","Cataluña","125",3
"APRILIA","SR GT 125","Valencia/València","Comunidad Valenciana","125",5
"APRILIA","SR GT 200","Sevilla","Andalucía","174",1
"APRILIA","SR GT 400","Alicante/Alacant","Comunidad Valenciana","399",1
"APRILIA","SR GT 400","Almería","Andalucía","399",1
"APRILIA","SR GT 400","Barcelona","Cataluña","399",1
"APRILIA","SR GT 400","Cádiz","Andalucía","399",1
