MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","Alicante/Alacant","Comunidad Valenciana","600",1
"AJP","AJP PR7","Cádiz","Andalucía","600",1
"AJP","AJP PR7","Ciudad Real","Castilla-La Mancha","600",1
"AJP","AJP PR7","Illes Balears","Illes Balears","600",1
"AJP","AJP PR7","Madrid","Comunidad de Madrid","600",2
"AJP","AJP PR7","Málaga","Andalucía","600",1
"AJP","AJP PR7","Palmas (Las)","Canarias","600",2
"AJP","SPR 240 ENDURO","Teruel","Aragón","233",1
"ANDES","U3 (125)","Barcelona","Cataluña","124",1
"ANDES","U3 (125)","Pontevedra","Galicia","124",1
"ANDES","U3 (125)","Zaragoza","Aragón","124",1
"APRILIA","RS 125","Asturias","Principado de Asturias","124",2
"APRILIA","RS 125","Barcelona","Cataluña","124",2
"APRILIA","RS 125","Cádiz","Andalucía","124",1
"APRILIA","RS 125","Málaga","Andalucía","124",1
"APRILIA","RS 125","Sevilla","Andalucía","124",1
"APRILIA","RS 125","Tarragona","Cataluña","124",1
"APRILIA","RS 125","Valencia/València","Comunidad Valenciana","124",2
"APRILIA","RS 125","Zaragoza","Aragón","124",1
"APRILIA","RS 457","Barcelona","Cataluña","457",1
"APRILIA","RS 457","Illes Balears","Illes Balears","457",1
"APRILIA","RS 457","Madrid","Comunidad de Madrid","457",1
"APRILIA","RS 457","Palmas (Las)","Canarias","457",1
"APRILIA","RS 457","Sevilla","Andalucía","457",1
"APRILIA","RS 457","Tarragona","Cataluña","457",1
"APRILIA","RS 457","Valencia/València","Comunidad Valenciana","457",2
"APRILIA","RS 660","Alicante/Alacant","Comunidad Valenciana","659",1
"APRILIA","RS 660","Barcelona","Cataluña","659",1
"APRILIA","RS 660","Cádiz","Andalucía","659",1
"APRILIA","RS 660","Huesca","Aragón","659",1
"APRILIA","RS 660","Illes Balears","Illes Balears","659",1
"APRILIA","RS 660","León","Castilla y León","659",1
"APRILIA","RS 660","Madrid","Comunidad de Madrid","659",6
"APRILIA","RS 660","Málaga","Andalucía","659",2
"APRILIA","RS 660","Santa Cruz de Tenerife","Canarias","659",3
"APRILIA","RS 660","Valencia/València","Comunidad Valenciana","659",1
"APRILIA","RSV4","Barcelona","Cataluña","1099",2
"APRILIA","RSV4","Cádiz","Andalucía","1099",1
"APRILIA","RSV4","Gipuzkoa","País Vasco","1099",1
"APRILIA","RSV4","Murcia","Región de Murcia","1099",1
"APRILIA","RSV4","Palmas (Las)","Canarias","1099",1
"APRILIA","RSV4","Tarragona","Cataluña","1099",1
"APRILIA","RX 125","Asturias","Principado de Asturias","124",1
"APRILIA","RX 125","Badajoz","Extremadura","124",1
"APRILIA","RX 125","Cádiz","Andalucía","124",1
"APRILIA","RX 125","Ciudad Real","Castilla-La Mancha","124",1
"APRILIA","RX 125","Córdoba","Andalucía","124",1
"APRILIA","RX 125","Gipuzkoa","País Vasco","124",1
"APRILIA","RX 125","Granada","Andalucía","124",2
"APRILIA","RX 125","Huelva","Andalucía","124",1
