MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","600",14
"AJP","SPR 125 ENDURO","124",1
"ALPINA DI RENANIA","STRADA 125CC","125",1
"ANDES","U3 (125)","124",1
"APRILIA","RS 125","124",6
"APRILIA","RS 457","457",21
"APRILIA","RS 660","659",12
"APRILIA","RSV4","1099",2
"APRILIA","RX 125","124",22
"APRILIA","SR GT 125","125",37
"APRILIA","SR GT 200","174",2
"APRILIA","SX 125","124",8
"APRILIA","TUAREG 660","659",9
"APRILIA","TUONO 125","124",1
"APRILIA","TUONO 660","659",1
"APRILIA","TUONO V4","1077",3
"ARIIC","ARIIC 108","117",14
"ARIIC","ARIIC 318","276",3
"BAJAJ","DOMINAR D 400","373",3
"BAJAJ","PULSAR NS 125","124",2
"BENDA","CHINCHILLA","476",12
"BENDA","NAPOLEON","476",4
"BENELLI","502C CRUISER","500",3
"BENELLI","BN125","125",6
"BENELLI","LEONCINO 125","125",3
"BENELLI","LEONCINO 250","249",1
"BENELLI","LEONCINO 500","500",2
"BENELLI","LEONCINO 800","754",1
"BENELLI","LEONCINO 800 TRAIL","754",2
"BENELLI","LEONCINO TRAIL","500",2
"BENELLI","TNT 125","125",9
"BENELLI","TRK 251","249",2
"BENELLI","TRK 502 X","500",5
"BENELLI","TRK 702","698",28
"BENELLI","TRK502","500",4
"BETA","EVO 2T 125CC FACTORY M","124",1
"BETA","EVO 2T 300 FACTORY MY2","296",3
"BETA","EVO 2T 300CC FACTORY M","296",1
"BETA","EVO 2T 300CC MY22","296",1
"BETA","EVO 2T 300CC MY23","296",1
"BETA","EVO 2T 300CC MY24","296",2
"BETA","N/A","293",70
"BETA","RR 2T 300 MY23","293",2
"BETA","RR 2T 300 MY24","293",1
"BETA","RR 2T 300 RACING MY23","293",1
"BETA","RR 2T 300 RACING MY24","293",1
"BETA","RR 4T 125 T MY23","125",1
"BETA","RR 4T 350 MY24","349",1
"BETA","RR 4T 430 RACING MY24","431",1
"BETA","XTRAINER 300CC MY24","293",1
"BMW","C 400 GT","350",51
"BMW","C 400 X","350",27
"BMW","F 800 GS","895",49
"BMW","F 850 GS ADVENTURE","853",1
"BMW","F 900 GS","895",28
"BMW","F 900 GS ADVENTURE","895",25
"BMW","F 900 R","895",26
"BMW","F 900 R A2","895",2
"BMW","F 900 XR","895",21
"BMW","F 900 XR A2","895",6
"BMW","G 310 GS","313",9
"BMW","G 310 R","313",6
"BMW","K 1600 B","1649",1
"BMW","K 1600 GT","1649",3
"BMW","K 1600 GTL","1649",3
"BMW","M 1000 R","999",2
"BMW","M 1000 XR","999",26
"BMW","R 12","1170",10
"BMW","R 12 NINET","1170",14
"BMW","R 1250 GS ADVENTURE","1254",4
"BMW","R 1250 R","1254",3
"BMW","R 1250 RS","1254",15
"BMW","R 1250 RT","1254",18
"BMW","R 1300 GS","1300",130
"BMW","R 1300 GS ADVENTURE","1300",145
"BMW","R 18","1802",1
"BMW","R 18 B","1802",1
"BMW","R 18 TRANSCONTINENTAL","1802",1
"BMW","R NINE T PURE","1170",2
"BMW","R NINE T URBAN G/S","1170",4
"BMW","S 1000 R","999",1
"BMW","S 1000 RR","999",15
"BMW","S 1000 XR","999",31
"BRIXTON","CROMWELL 125","125",1
"BRIXTON","CROMWELL 125 ABS","125",2
"BRIXTON","CROMWELL 250","249",1
"BRIXTON","CROSSFIRE 125","124",2
"BRIXTON","CROSSFIRE 500","486",2
"BRIXTON","CROSSFIRE125XS","125",3
"BRIXTON","SUNRAY 125 ABS","125",2
"CFMOTO","300CL-X","292",1
"CFMOTO","450CL-C","449",4
"CFMOTO","450MT","449",16
"CFMOTO","450NK","449",4
"CFMOTO","700CL-X ADV","693",5
"CFMOTO","700CL-X HERITAGE","693",2
"CFMOTO","700MT","693",10
"CFMOTO","800MT","799",5
"CYCLONE","LS-Z","124",7
"CYCLONE","RX1","124",5
"CYCLONE","RX401","401",2
"DAELIM","BESBI O LC125P","124",1
"DAELIM","S16 O LW125P","124",1
"DUCATI","DESERT X","937",11
"DUCATI","DESERT X RALLY","937",3
"DUCATI","DIAVEL V4","1158",4
"DUCATI","DUCATI SCRAMBLER","803",20
"DUCATI","HYPERMOTARD 698 MONO","659",5
"DUCATI","HYPERMOTARD 950","937",5
"DUCATI","MONSTER","937",5
"DUCATI","MULTISTRADA V2","937",7
"DUCATI","MULTISTRADA V4","1158",38
"DUCATI","PANIGALE V2","955",7
"DUCATI","PANIGALE V4","1103",19
"DUCATI","STREETFIGHTER","955",9
"DUCATI","SUPERSPORT 950","937",2
"EFUN","PUMA","125",3
"F.B MONDIAL","IMOLA","125",5
"F.B MONDIAL","PIEGA 452","450",2
"FANTIC MOTOR","---","125",36
"GASGAS","EC 250","249",2
"GASGAS","EC 300","293",6
"GASGAS","EC 350F","350",2
"GASGAS","GASGAS ES 700","693",5
"GASGAS","TXT 125","125",1
"GASGAS","TXT 250","248",1
"GASGAS","TXT 300","294",4
"HANWAY","GF125","124",2
"HARLEY-DAVIDSON","BREAKOUT","1923",2
"HARLEY-DAVIDSON","CVO ROAD GLIDE ST","1977",1
"HARLEY-DAVIDSON","FAT BOB 114","1868",2
"HARLEY-DAVIDSON","FAT BOY 114","1868",3
"HARLEY-DAVIDSON","FLHXSE","1977",1
"HARLEY-DAVIDSON","HERITAGE CLASSIC 114","1868",1
"HARLEY-DAVIDSON","LOW RIDER S","1923",1
"HARLEY-DAVIDSON","LOW RIDER ST","1923",1
"HARLEY-DAVIDSON","NIGHTSTER SPECIAL","975",1
"HARLEY-DAVIDSON","PAN AMERICA 1250 SPECI","1252",6
"HARLEY-DAVIDSON","ROAD GLIDE","1923",1
"HARLEY-DAVIDSON","ROAD KING SPECIAL","1868",1
"HARLEY-DAVIDSON","SPORT GLIDE","1745",7
"HARLEY-DAVIDSON","SPORTSTER S","1252",5
"HARLEY-DAVIDSON","STREET GLIDE","1923",5
"HARLEY-DAVIDSON","STREET GLIDE SPECIAL","1868",1
"HONDA","ADV 350","330",381
"HONDA","ADV 750","745",278
"HONDA","C125A","124",2
"HONDA","CB 125 F","124",10
"HONDA","CB 500 F","471",30
"HONDA","CB 500 X","471",147
"HONDA","CB1000","1000",5
"HONDA","CB1000RA","998",4
"HONDA","CB650RA","649",105
"HONDA","CB750 Hornet","755",20
"HONDA","CBF 125","125",45
"HONDA","CBF300NA","286",11
"HONDA","CBR 650 R","649",46
"HONDA","CBR1000","1000",9
"HONDA","CBR500","471",47
"HONDA","CBR600R3","599",1
"HONDA","CBR650RA","649",7
"HONDA","CL500","471",17
"HONDA","CMX1100","1084",18
"HONDA","CRF 300 L","286",15
"HONDA","CRF1100","1084",139
"HONDA","CRF300LRA","286",4
"HONDA","FORZA 350","330",205
"HONDA","FORZA 750","745",197
"HONDA","FORZA125","125",421
"HONDA","GB350S","348",40
"HONDA","GL1800BD","1833",1
"HONDA","GL1800DA","1833",5
"HONDA","MSX125A","124",11
"HONDA","NC 750 X","745",59
"HONDA","NT1100","1084",48
"HONDA","PCX125","125",519
"HONDA","Rebel 500","471",44
"HONDA","SH Mode 125","125",64
"HONDA","SH125i","125",314
"HONDA","SH350i","330",116
"HONDA","ST125A","124",15
"HONDA","VISION 110","109",129
"HONDA","XL750 Transalp","755",90
"HONDA","Z125MA","124",13
"HUSQVARNA","HUSQVARNA 701 ENDURO","693",4
"HUSQVARNA","HUSQVARNA 801 SVARTPIL","799",2
"HUSQVARNA","HUSQVARNA 901 NORDEN","889",1
"HUSQVARNA","HUSQVARNA 901 NORDEN E","889",14
"HUSQVARNA","HUSQVARNA FE 250","250",2
"HUSQVARNA","HUSQVARNA FE 350","350",1
"HUSQVARNA","HUSQVARNA FE 450","450",1
"HUSQVARNA","HUSQVARNA FE 501","510",2
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","399",3
"HUSQVARNA","HUSQVARNA SVARTPILEN12","125",6
"HUSQVARNA","HUSQVARNA TE 300","293",9
"HUSQVARNA","HUSQVARNA VITPILEN 125","125",1
"HUSQVARNA","HUSQVARNA VITPILEN 401","399",1
"HYOSUNG","GV125","124",14
"HYOSUNG","GV125S-EVO","125",1
"HYOSUNG","GV300","296",3
"INDIAN MOTORCYCLE","101 SCOUT","1250",4
"INDIAN MOTORCYCLE","CHIEF DARK HORSE","1890",1
"INDIAN MOTORCYCLE","FTR R CARBON","1203",4
"INDIAN MOTORCYCLE","FTR R CARBON LE","1203",1
"INDIAN MOTORCYCLE","INDIAN PURSUIT DARK HO","1768",1
"INDIAN MOTORCYCLE","INDIAN PURSUIT LIMITED","1768",2
"INDIAN MOTORCYCLE","ROADMASTER ELITE","1890",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED","1250",3
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","1250",2
"INDIAN MOTORCYCLE","SPORT SCOUT LIMITED+TE","1250",1
"INDIAN MOTORCYCLE","SUPER SCOUT LIMITED +","1250",2
"ITALJET","DRAGSTER125","124",2
"ITALJET","DRAGSTER200","181",1
"ITALJET","DRAGSTER300","278",1
"KAWASAKI","ELIMINATOR","451",36
"KAWASAKI","NINJA 1000SX","1043",14
"KAWASAKI","NINJA 1100SX","1099",6
"KAWASAKI","NINJA 125","125",13
"KAWASAKI","NINJA 500","451",27
"KAWASAKI","NINJA 650","649",46
"KAWASAKI","NINJA 7 HYBRID","451",1
"KAWASAKI","NINJA ZX-10R","998",10
"KAWASAKI","NINJA ZX-4R","399",11
"KAWASAKI","NINJA ZX-6R","636",37
"KAWASAKI","VERSYS 1000","1043",18
"KAWASAKI","VERSYS 1100","1099",9
"KAWASAKI","VERSYS 650","649",51
"KAWASAKI","VULCAN S","649",43
"KAWASAKI","W800","773",3
"KAWASAKI","Z125","125",14
"KAWASAKI","Z500","451",29
"KAWASAKI","Z650","649",106
"KAWASAKI","Z650RS","649",21
"KAWASAKI","Z7 HYBRID","451",3
"KAWASAKI","Z900","948",157
"KAWASAKI","Z900RS","948",9
"KEEWAY","K-LIGHT 125","124",2
"KEEWAY","M502N","486",3
"KEEWAY","RK V125C","125",1
"KEEWAY","RKF 125","125",2
"KEEWAY","RKF 125 ABS","125",18
"KEEWAY","SIXTIES 125I","125",6
"KEEWAY","SIXTIES 300","278",5
"KEEWAY","SIXTIES 300I","278",1
"KEEWAY","SUPERLIGHT 125","124",2
"KEEWAY","V-CRUISE 125","125",23
"KEEWAY","V302C","298",1
"KEEWAY","VERSILIA 125","125",6
"KEEWAY","VIESTE 125","125",14
"KEEWAY","VIESTE 125LX","125",5
"KEEWAY","VIESTE 125XDV","125",29
"KEEWAY","VIESTE 300","278",1
"KEEWAY","VIESTE 300XDV","278",9
"KEEWAY","X-LIGHT 125","125",4
"KEEWAY","ZAHARA 125","125",2
"KL","KXE 250","249",1
"KOVE","450 RALLY","449",14
"KOVE","KOVE 800 X PRO","799",32
"KOVE","NK 125 R","125",10
"KTM","KTM 125 DUKE","125",21
"KTM","KTM 1290 SUPER ADVENTU","1301",10
"KTM","KTM 1390 SUPER DUKE R","1350",6
"KTM","KTM 250 EXC","249",5
"KTM","KTM 300 EXC","293",31
"KTM","KTM 350 EXC-F","350",3
"KTM","KTM 390 ADVENTURE","373",1
"KTM","KTM 390 DUKE","399",9
"KTM","KTM 450 EXC-F","450",1
"KTM","KTM 690 ENDURO R","693",2
"KTM","KTM 790 ADVENTURE","799",11
"KTM","KTM 790 DUKE L","799",3
"KTM","KTM 890 ADVENTURE","889",2
"KTM","KTM 890 ADVENTURE R","889",25
"KTM","KTM 990 DUKE","947",3
"KTM","KTM RC 125","125",1
"KYMCO","AGILITY CITY 125","125",199
"KYMCO","AGILITY S","125",102
"KYMCO","AK 550","550",3
"KYMCO","DTX 125","124",85
"KYMCO","DTX 350","321",29
"KYMCO","PEOPLE S 125","125",19
"KYMCO","SKYTOWN 125","125",235
"KYMCO","X-TOWN CT 125","125",18
"KYMCO","X-TOWN CT 300","276",12
"KYMCO","XCITING VS 400","400",13
"LAMBRETTA","G350 SPECIAL","330",2
"LAMBRETTA","V125 SPECIAL FLEX","125",11
"LAMBRETTA","X125","124",1
"LAMBRETTA","X300","275",1
"LEONART","M11-125","125",1
"LEONART","M16-125","125",3
"LEONART","PILDER 125","125",5
"LINHAI","---","125",4
"LINHAI","BUCK ADV","124",9
"MACBOR","8 MILE 500 SCR","471",1
"MACBOR","EIGHT MILE 125 LC","124",10
"MACBOR","FUN 125 PLUS E5","124",4
"MACBOR","JOHNNY BE GOOD 125 E5","124",1
"MACBOR","LORD MARTIN 125 E5","124",1
"MACBOR","MONTANA XR1 125","124",20
"MACBOR","MONTANA XR5 510","498",29
"MACBOR","ROCKSTER 125","125",5
"MACBOR","ROCKSTER 410","401",18
"MACBOR","ROCKSTER FLAT 125","125",10
"MACBOR","ROCKSTER FLAT 125 E5","125",1
"MALAGUTI","DRAKON 125","124",1
"MALAGUTI","DUNE 125","124",2
"MALAGUTI","DUNE X 125","124",1
"MALAGUTI","MADISON 125 ABS","125",3
"MALAGUTI","MISSION 125","124",1
"MALAGUTI","XTM 125","124",1
"MALCOR IBERICA","ROME","124",2
"MASH","MASH BELENA 300","276",1
"MASH","XRIDE 650 TRAIL","644",1
"MBP","C1002V","997",16
"MBP","SC 125","125",6
"MBP","SC125LX","125",6
"MBP","SC300","278",2
"MH MOTORCYCLES","BOGGA ROCKER","125",2
"MH MOTORCYCLES","RYX","124",1
"MH MOTORCYCLES","TRAY","125",50
"MH MOTORCYCLES","VIRO","333",4
"MH MOTORCYCLES","VR10","124",15
"MH MOTORCYCLES","VRT","124",3
"MH MOTORCYCLES","XRT","125",2
"MITT","125GP","124",16
"MITT","125GTS","125",17
"MITT","125R1","124",10
"MITT","278","125",4
"MITT","300GT MAX","276",2
"MITT","808","799",5
"MITT","CPX 125 LIQUID","125",3
"MITT","EMPEROR","125",11
"MITT","FUNRIDER","125",9
"MITT","KYLIN 750","730",6
"MITT","LEGEND 301","234",2
"MITT","LEGRAND","124",4
"MITT","MITT 555TT","471",10
"MITT","MITT ADV 125","124",27
"MITT","MITT ADV 530","471",2
"MITT","MITT SUPPER","124",26
"MITT","OGAR LEGEND","125",7
"MITT","SCRAMBLER 125","124",3
"MITT","TEKKEN 125","124",1
"MITT","TRAVELLER","799",4
"MITT","TY125T-26F","125",12
"MITT","TY125T-51E","125",3
"MITT","XRS","124",5
"MONDIAL","FLAT TRACK, FT","124",1
"MONDIAL","HPS","124",10
"MONDIAL","PIEGA","124",6
"MONDIAL","SMX","124",2
"MONDIAL","SPARTAN 125","124",3
"MONKEY BIKES","DAX 125","124",1
"MONTESA","4RIDE","259",2
"MONTESA","COTA 4RT 260","259",1
"MONTESA","COTA 4RT 301RR","298",6
"MORBIDELLI","T1002VX","997",19
"MOTO GUZZI","STELVIO","1042",6
"MOTO GUZZI","STELVIO (A.R.A.S.)","1042",4
"MOTO GUZZI","V100 MANDELLO","1042",1
"MOTO GUZZI","V100 MANDELLO S","1042",1
"MOTO GUZZI","V7 CORSA","853",2
"MOTO GUZZI","V7 STONE","853",6
"MOTO GUZZI","V85 STRADA","853",1
"MOTO GUZZI","V85 TT","853",12
"MOTO GUZZI","V85 TT TRAVEL","853",2
"MOTO GUZZI","V9 BOBBER","853",1
"MOTO MORINI","6 ½ SCR","649",2
"MOTO MORINI","CALIBRO","693",8
"MOTO MORINI","X-CAPE","649",2
"MOTRON MOTORRAD","IDEO","125",1
"MOTRON MOTORRAD","NOMAD","124",2
"MOTRON MOTORRAD","REVOLVER","125",2
"MOTRON MOTORRAD","VENTURA 125","125",3
"MOTRON MOTORRAD","X-NORD 125","124",3
"MTR BIKES","GRAND TOUR","124",1
"MTR BIKES","VMAX 125","124",3
"MUTT","AKITA","125",2
"MUTT","DRK-01","125",7
"MUTT","FAT SABBATH","125",1
"MUTT","MASTIFF","249",1
"MUTT","MONGREL","125",2
"MV AGUSTA","BRUTALE 1000 RR","998",2
"MV AGUSTA","BRUTALE 1000 RS","998",1
"MV AGUSTA","BRUTALE R","798",1
"MV AGUSTA","BRUTALE ROSSO","798",1
"MV AGUSTA","BRUTALE RR","798",3
"MV AGUSTA","DRAGSTER R","798",3
"MV AGUSTA","SUPERVELOCE","798",2
"MV AGUSTA","SUPERVELOCE 1000 SERIE","998",1
"MV AGUSTA","TURISMO VELOCE R","798",3
"ORCAL","SK125-K","124",1
"PEUGEOT","DJANGO","125",9
"PEUGEOT","PM-01","125",1
"PEUGEOT","PM-03","292",1
"PEUGEOT","PULSION","125",3
"PEUGEOT","TWEET","125",10
"PEUGEOT","TWEET FL 125 CC","125",42
"PEUGEOT","XP","399",4
"PIAGGIO","BEVERLY 300 HPE","278",5
"PIAGGIO","BEVERLY 400 HPE","399",5
"PIAGGIO","LIBERTY 125 ABS","124",128
"PIAGGIO","LIBERTY CORPORATE","124",1
"PIAGGIO","MEDLEY 125","125",77
"PIAGGIO","VESPA GTS","310",22
"PIAGGIO","VESPA GTS 125","125",43
"PIAGGIO","VESPA GTV","278",1
"PIAGGIO","VESPA PRIMAVERA 125","124",38
"PIAGGIO","VESPA PRIMAVERA 125 AB","124",24
"PIAGGIO","VESPA PRIMAVERA TECH 1","124",4
"PIAGGIO","VESPA SPRINT 125","124",3
"PIAGGIO","VESPA SPRINT 125 ABS","124",3
"QJMOTOR","ATR 125","125",30
"QJMOTOR","FORT 350","350",21
"QJMOTOR","LTR 125","125",10
"QJMOTOR","MTX 125","125",112
"QJMOTOR","SRK 125 R","125",13
"QJMOTOR","SRK 125 S","125",50
"QJMOTOR","SRK 400","400",1
"QJMOTOR","SRT 500 X 35KW","554",2
"QJMOTOR","SRT 550 35KW ON ROAD S","554",1
"QJMOTOR","SRT 700","698",34
"QJMOTOR","SRT 700 X","698",46
"QJMOTOR","SRT 800 X","754",7
"QJMOTOR","SRV 125","125",24
"QJMOTOR","SRV 300","296",1
"QJMOTOR","SRV 550","554",1
"QJMOTOR","TRX 125","125",6
"QJMOTOR","VPS 125","124",1
"REDMOTO","---","449",5
"REGAL-RAPTOR","HORSE POWER","963",2
"RIEJU","AVENTURA 125","124",1
"RIEJU","AVENTURA 500","471",19
"RIEJU","CENTURY125","124",3
"RIEJU","MR","293",14
"RIEJU","N/A","124",51
"RIEJU","NOT APPLICABLE","124",15
"ROYAL ALLOY","GP125S","124",3
"ROYAL ALLOY","TG300SP","278",1
"ROYAL ENFIELD","BULLET 350","349",1
"ROYAL ENFIELD","CLASSIC 350","349",14
"ROYAL ENFIELD","CLASSIC 650 TWIN","648",4
"ROYAL ENFIELD","CONTINENTAL GT 650","648",4
"ROYAL ENFIELD","GUERRILLA 450","451",11
"ROYAL ENFIELD","HIMALAYAN","411",1
"ROYAL ENFIELD","HIMALAYAN 452","451",41
"ROYAL ENFIELD","HNTR 350","349",3
"ROYAL ENFIELD","INTERCEPTOR 650","648",1
"ROYAL ENFIELD","INTERCEPTOR 650 O INTE","648",1
"ROYAL ENFIELD","INTERCEPTOR BEAR 650","648",20
"ROYAL ENFIELD","METEOR 350","349",2
"ROYAL ENFIELD","SHOTGUN 650","648",7
"ROYAL ENFIELD","SIGNALS 350","349",2
"ROYAL ENFIELD","SUPER METEOR 650","648",6
"SCORPA","300CC","295",1
"SHERCO","__","123",3
"SHERCO","125 SE-R","124",6
"SHERCO","250 SE-R","249",3
"SHERCO","300 SE-R","293",6
"SHERCO","300 SEF-R","303",7
"SHERCO","300 ST","294",4
"SHERCO","N.A","124",9
"SUZUKI","ADDRESS 125","124",14
"SUZUKI","AVENIS 125","124",5
"SUZUKI","BURGMAN 400","400",5
"SUZUKI","DL650","645",25
"SUZUKI","DL650U","645",12
"SUZUKI","GSX-8S","776",21
"SUZUKI","GSX-R125","124",4
"SUZUKI","GSX-S 1000","999",29
"SUZUKI","GSX-S125","124",5
"SUZUKI","SV650","645",11
"SUZUKI","SV650U","645",3
"SUZUKI","UN125","124",15
"SUZUKI","V-Strom 1050","1037",8
"SUZUKI","V-Strom 800","776",31
"SWM","GRAN MILANO 500","494",1
"SWM","HOKU 125","125",3
"SWM","OUTLAW125","125",4
"SWM","RS125R","125",1
"SWM","RS300R","298",1
"SWM","SM125R","125",1
"SWM","VAREZ 125","125",1
"SYM","ADX 125 ABS","125",11
"SYM","CRUISYM 125 E5 TCS","124",54
"SYM","CRUISYM 300 E5 TCS","278",5
"SYM","FIDDLE 125 E5","125",22
"SYM","JET 14","125",189
"SYM","JET X","125",59
"SYM","JOYMAX Z 125 E5","124",9
"SYM","JOYMAX Z 125 TCS","124",13
"SYM","JOYRIDE 300 ABS","278",17
"SYM","MAXSYM 400I GT","399",3
"SYM","MAXSYM TL TCS","508",15
"SYM","SYMPHONY 125","125",266
"TRIUMPH","BONNEVILLE BOBBER  (E5","1200",1
"TRIUMPH","BONNEVILLE SPEEDMASTER","1200",4
"TRIUMPH","BONNEVILLE T100","900",5
"TRIUMPH","BONNEVILLE T120","1200",1
"TRIUMPH","BONNEVILLE T120 (E5 VB","1200",4
"TRIUMPH","BONNEVILLE T120 BLACK","1200",5
"TRIUMPH","BONNEVILLE T120 ELVIS","1200",1
"TRIUMPH","BREITLING SPEED TRIPLE","1160",2
"TRIUMPH","DAYTONA 660","660",4
"TRIUMPH","ROCKET 3 GT","2458",3
"TRIUMPH","ROCKET 3 STORM GT","2458",3
"TRIUMPH","ROCKET 3 STORM R","2458",2
"TRIUMPH","SCRAMBLER 1200 X","1200",1
"TRIUMPH","SCRAMBLER 1200 XE","1200",4
"TRIUMPH","SCRAMBLER 400 X","398",23
"TRIUMPH","SCRAMBLER 900","900",8
"TRIUMPH","SPEED 400","398",22
"TRIUMPH","SPEED TRIPLE RR","1160",1
"TRIUMPH","SPEED TRIPLE RS","1160",3
"TRIUMPH","SPEED TWIN","1197",8
"TRIUMPH","SPEED TWIN 1200 RS","1200",4
"TRIUMPH","SPEED TWIN 900","900",5
"TRIUMPH","STREET TRIPLE R","765",10
"TRIUMPH","STREET TRIPLE R (A2)","765",5
"TRIUMPH","STREET TRIPLE RS","765",13
"TRIUMPH","TIGER 1200 GT EXPLORER","1160",1
"TRIUMPH","TIGER 1200 GT PRO","1160",2
"TRIUMPH","TIGER 1200 RALLY EXPLO","1160",1
"TRIUMPH","TIGER 1200 RALLY PRO","1160",1
"TRIUMPH","TIGER 850 SPORT","888",6
"TRIUMPH","TIGER 900 GT","888",2
"TRIUMPH","TIGER 900 GT PRO","888",27
"TRIUMPH","TIGER 900 RALLY PRO","888",10
"TRIUMPH","TIGER SPORT","660",24
"TRIUMPH","TRIDENT","660",22
"TRS","TR1 125","125",2
"TRS","TR1 250","248",1
"TRS","TR1 280","272",3
"TRS","TR1 300","294",12
"UM","CHILL 125","125",2
"UM","DSR ADVENTURE","124",8
"UM","DSR EX 125","124",5
"UM","DSR SM 125","124",1
"UM","RENEGADE COMMANDO 125","124",3
"UM","XTREET RS125","124",1
"URAL","GEAR UP","745",1
"VENT S.R.L.","N/A","124",1
"VERTIGO MOTORS","COMBAT 300","294",2
"VERTIGO MOTORS","LINKO 125","125",2
"VERTIGO MOTORS","VERTIGO NITRO 250","247",1
"VERTIGO MOTORS","VERTIGO NITRO 300","294",2
"VOGE","300RALLY","292",20
"VOGE","525AC","494",1
"VOGE","525ACX","494",1
"VOGE","525DSX","494",14
"VOGE","525R","494",4
"VOGE","AC350","321",2
"VOGE","DS525X","494",203
"VOGE","DS900X","895",31
"VOGE","R125","124",113
"VOGE","SR1","124",108
"VOGE","SR16","125",32
"VOGE","SR1ADV","124",38
"VOGE","SR4 MAX","350",49
"WOTTAN","GT2","125",38
"WOTTAN","REBBE","124",2
"WOTTAN","STORM","125",6
"WOTTAN","STORM-R","124",5
"WOTTAN","STORM-S","276",12
"WOTTAN","STORM-T","125",6
"WOTTAN","STORM-V","124",3
"WOTTAN","STORM-X","125",18
"YAMAHA","LTS125-C","125",16
"YAMAHA","MT-03","321",6
"YAMAHA","MT-07","689",161
"YAMAHA","MT-09","890",139
"YAMAHA","MT-10","998",5
"YAMAHA","MT-125","125",134
"YAMAHA","NMAX125","125",803
"YAMAHA","RayZR 125","125",111
"YAMAHA","TMAX 560","562",76
"YAMAHA","TRICITY 125","125",30
"YAMAHA","XMAX 300","292",140
"YAMAHA","XMAX125","124",214
"YAMAHA","XTZ 700 Tenere","689",123
"YAMAHA","YP125RA SP","124",1
"YAMAHA","YZF-R125","125",64
"YAMAHA","YZF-R3","321",9
"YAMAHA","YZF1000","998",17
"YAMAHA","YZF1000D","998",4
"YAMAHA","YZF690","689",20
"YAMAHA","YZF690-U","689",34
"ZONTES","125C","125",107
"ZONTES","125D","124",67
"ZONTES","125E","125",89
"ZONTES","125M","124",16
"ZONTES","350R","348",9
"ZONTES","350T","348",8
"ZONTES","368G","368",191
"ZONTES","C125","125",5
"ZONTES","D125","124",4
"ZONTES","D350","349",13
"ZONTES","E125","125",8
"ZONTES","E350","349",46
"ZONTES","GK350","348",5
"ZONTES","M125","124",2
"ZONTES","M310","309",5
"ZONTES","M350","349",7
"ZONTES","R350","348",2
"ZONTES","S350","348",1
"ZONTES","T350","348",5
"ZONTES","ZT125-G1","125",72
"ZONTES","ZT125-GK","125",10
"ZONTES","ZT125-U","125",42
"ZONTES","ZT125-U1","125",30
"ZONTES","ZT125-Z2","125",47
