MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV,COUNT
"AJP","AJP PR7","Alicante/Alacant","Comunidad Valenciana","600",1
"AJP","AJP PR7","Barcelona","Cataluña","600",2
"AJP","AJP PR7","Bizkaia","País Vasco","600",1
"AJP","AJP PR7","Girona","Cataluña","600",1
"AJP","AJP PR7","Illes Balears","Illes Balears","600",1
"AJP","AJP PR7","Navarra","Comunidad Foral de Navarra","600",1
"AJP","AJP PR7","Sevilla","Andalucía","600",2
"ALPINA DI RENANIA","STRADA 125CC","Barcelona","Cataluña","125",1
"ANDES","U3(125)","Barcelona","Cataluña","124",1
"ANDES","U3(125)","Pontevedra","Galicia","124",4
"APRILIA","RS 125","Cádiz","Andalucía","124",4
"APRILIA","RS 125","Coruña (A)","Galicia","124",2
"APRILIA","RS 125","Girona","Cataluña","124",1
"APRILIA","RS 125","Illes Balears","Illes Balears","124",1
"APRILIA","RS 125","Madrid","Comunidad de Madrid","124",1
"APRILIA","RS 125","Málaga","Andalucía","124",1
"APRILIA","RS 125","Palmas (Las)","Canarias","124",1
"APRILIA","RS 125","Sevilla","Andalucía","124",1
"APRILIA","RS 125","Valencia/València","Comunidad Valenciana","124",1
"APRILIA","RS 125","Zaragoza","Aragón","124",1
"APRILIA","RS 457","Albacete","Castilla-La Mancha","457",1
"APRILIA","RS 457","Barcelona","Cataluña","457",4
"APRILIA","RS 457","Bizkaia","País Vasco","457",1
"APRILIA","RS 457","Cádiz","Andalucía","457",1
"APRILIA","RS 457","Jaén","Andalucía","457",1
"APRILIA","RS 457","Madrid","Comunidad de Madrid","457",1
"APRILIA","RS 457","Murcia","Región de Murcia","457",1
"APRILIA","RS 457","Sevilla","Andalucía","457",2
"APRILIA","RS 660","Álava/Araba","País Vasco","659",1
"APRILIA","RS 660","Badajoz","Extremadura","659",1
"APRILIA","RS 660","Barcelona","Cataluña","659",4
"APRILIA","RS 660","Bizkaia","País Vasco","659",1
"APRILIA","RS 660","Cáceres","Extremadura","659",1
"APRILIA","RS 660","Cádiz","Andalucía","659",3
"APRILIA","RS 660","Castellón/Castelló","Comunidad Valenciana","659",1
"APRILIA","RS 660","Coruña (A)","Galicia","659",2
"APRILIA","RS 660","Illes Balears","Illes Balears","659",1
"APRILIA","RS 660","Madrid","Comunidad de Madrid","659",7
"APRILIA","RS 660","Santa Cruz de Tenerife","Canarias","659",2
"APRILIA","RS 660","Tarragona","Cataluña","659",1
"APRILIA","RS 660","Toledo","Castilla-La Mancha","659",1
